# ROM
ID	Taxon	Gloss	GlossID	IPA	Tokens	CogID
263	Romanian	liver	48	fikat	f i k a t	148
264	Italian	liver	48	feɡato	f e ɡ a t o	148
# 
265	Spanish	long	49	laɾɣo	l a ɾ ɣ o	154
266	French	long	49	lõ	l õ	155
267	Portuguese	long	49	lõgu	l õ g u	153
268	Romanian	long	49	luŋ	l u ŋ	152
269	Italian	long	49	lunɡo	l u n ɡ o	154
# 
270	Spanish	louse	50	pjoxo	p j o x o	160
271	French	louse	50	pu	p u	159
272	Portuguese	louse	50	pi.oʎu	p i o ʎ u	157
273	Romanian	louse	50	pəduke	p ə d u k e	156
274	Italian	louse	50	pidɔkkjo	p i d ɔ kː j o	158
# 
275	Portuguese	man	51	ɔmɐ̃	ɔ m ɐ̃	162
276	Romanian	man	51	bərbat	b ə r b a t	161
277	Romanian	man	51	om	o m	163
# 
278	Spanish	many	52	muʧo	m u ʧ o	164
279	French	many	52	boku	b o k u	166
280	Portuguese	many	52	mũj̃tu	m ũ j̃ t u	165
281	Romanian	many	52	mulʦʲ	m u l ʦʲ	164
282	Italian	many	52	molto	m o l t o	164
# 
283	Spanish	meat	53	kaɾne	k a ɾ n e	167
284	French	meat	53	ʃɛʁ	ʃ ɛ ʁ	168
285	Portuguese	meat	53	karnə	k a r n ə	167
286	Romanian	meat	53	karne	k a r n e	167
287	Italian	meat	53	karne	k a r n e	167
288	French	meat	53	vjɑ̃d	v j ɑ̃ d	169
# 
289	Spanish	moon	54	luna	l u n a	170
290	French	moon	54	lyn	l y n	170
291	Portuguese	moon	54	luɐ	l uɐ	170
292	Romanian	moon	54	lunə	l u n ə	170
293	Italian	moon	54	luna	l u n a	170
# 
294	Spanish	mountain	55	montaɲa	m o n t a ɲ a	171
295	French	mountain	55	mɔ̃taɲ	m ɔ̃ t a ɲ	171
296	Portuguese	mountain	55	mõtə	m õ t ə	171
297	Romanian	mountain	55	munte	m u n t e	171
298	Italian	mountain	55	montaɲɲa	m o n t a ɲː a	171
# 
299	Spanish	mouth	56	boka	b o k a	173
300	French	mouth	56	buʃ	b u ʃ	174
301	Portuguese	mouth	56	bokɐ	b o k ɐ	173
302	Romanian	mouth	56	gurə	g u r ə	172
303	Italian	mouth	56	bokka	b o kː a	173
# 
304	Spanish	name	57	nombɾe	n o m b ɾ e	175
305	French	name	57	nɔ̃	n ɔ̃	176
306	Portuguese	name	57	nomə	n o m ə	175
307	Romanian	name	57	nume	n u m e	175
308	Italian	name	57	nome	n o m e	175
# 
309	Spanish	neck	58	kweʎo	k w e ʎ o	179
310	French	neck	58	ku	k u	178
311	Portuguese	neck	58	kɔlu	k ɔ l u	178
312	Romanian	neck	58	gɨt	g ɨ t	177
313	Italian	neck	58	kɔllo	k ɔ lː o	178
# 
314	Spanish	new	59	nweβo	n w e β o	181
315	French	new	59	nœf	n œ f	182
316	Portuguese	new	59	novu	n o v u	180
317	Romanian	new	59	now	n o w	180
318	Italian	new	59	nwɔvo	n w ɔ v o	181
# 
319	Spanish	night	60	noʧe	n o ʧ e	183
320	French	night	60	nɥi	n ɥ i	185
321	Portuguese	night	60	nojtə	n o j t ə	184
322	Romanian	night	60	nwapte	n w a p t e	183
323	Italian	night	60	nɔtte	n ɔ tː e	183
# 
324	Spanish	nose	61	naɾiθ	n a ɾ i θ	188
325	French	nose	61	ne	n e	186
326	Portuguese	nose	61	nɐriʃ	n ɐ r i ʃ	187
327	Romanian	nose	61	nas	n a s	186
328	Italian	nose	61	naso	n a s o	186
# 
329	Spanish	not	62	no	n o	189
330	French	not	62	nə	n ə	189
331	Portuguese	not	62	nɐ̃w	n ɐ̃ w	190
332	Romanian	not	62	nu	n u	189
333	Italian	not	62	non	n o n	189
# 
334	Spanish	one	63	uno	u n o	191
335	French	one	63	œ̃	œ̃	192
336	Portuguese	one	63	ũ	ũ	192
337	Romanian	one	63	unu	u n u	191
338	Italian	one	63	uno	u n o	191
# 
339	Spanish	person	64	ombɾe	o m b ɾ e	193
340	French	person	64	ɔm	ɔ m	194
341	Portuguese	person	64	ɔmɐ̃	ɔ m ɐ̃	194
342	Romanian	person	64	om	o m	193
343	Italian	person	64	wɔmo	w ɔ m o	194
# 
344	Spanish	rain (V)	65	ʎuβja	ʎ u β j a	198
345	French	rain (V)	65	plɥi	p l ɥ i	195
346	Portuguese	rain (V)	65	ʃuvɐ	ʃ u v ɐ	196
347	Romanian	rain (V)	65	plwaje	p l w a j e	195
348	Italian	rain (V)	65	pjɔʤːa	p j ɔ ʤː a	197
# 
349	Spanish	red	66	roxo	r o x o	199
350	French	red	66	ʁuj	ʁ u j	201
351	Portuguese	red	66	vərmeʎu	v ə r m e ʎ u	200
352	Romanian	red	66	roʃu	r o ʃ u	199
353	Italian	red	66	rosso	r o sː o	199
# 
354	Spanish	road	67	bia	b ia	205
355	French	road	67	ʃɛmɛ̃	ʃ ɛ m ɛ̃	204
356	Portuguese	road	67	əʃtradɐ	ə ʃ t r a d ɐ	203
357	Romanian	road	67	kale	k a l e	202
358	Italian	road	67	strada	s t r a d a	203
359	Portuguese	road	67	viɐ	v iɐ	205
360	Italian	road	67	via	v ia	205
# 
361	Spanish	root	68	ra.iθ	r a i θ	208
362	French	root	68	ʁasin	ʁ a s i n	209
363	Portuguese	root	68	ʀɐ.iʃ	ʀ ɐ i ʃ	207
364	Romanian	root	68	rədəʧinə	r ə d ə ʧ i n ə	206
365	Italian	root	68	radiʧe	r a d i ʧ e	208
# 
366	Spanish	round	69	reðondo	r e ð o n d o	210
367	French	round	69	ʁɔ̃	ʁ ɔ̃	211
368	Portuguese	round	69	ʀədõdu	ʀ ə d õ d u	211
369	Romanian	round	69	rotund	r o t u n d	210
370	Italian	round	69	rotondo	r o t o n d o	210
# 
371	Spanish	sand	70	aɾena	a ɾ e n a	215
372	French	sand	70	sabl	s a b l	214
373	Portuguese	sand	70	ɐrɐjɐ	ɐ r ɐ j ɐ	213
374	Romanian	sand	70	nisip	n i s i p	212
375	Italian	sand	70	sabbja	s a bː j a	214
# 
376	Spanish	say (V)	71	deθiɾ	d e θ i ɾ	217
377	French	say (V)	71	diʁ	d i ʁ	216
378	Portuguese	say (V)	71	dizer	d i z e r	216
379	Romanian	say (V)	71	ziʧe	z i ʧ e	216
380	Italian	say (V)	71	dire	d i r e	216
# 
381	Spanish	see (V)	72	beɾ	b e ɾ	220
382	French	see (V)	72	vwaʁ	v w a ʁ	219
383	Portuguese	see (V)	72	ver	v e r	218
384	Romanian	see (V)	72	vedea	v e d ea	218
385	Italian	see (V)	72	vedere	v e d e r e	218
# 
386	Spanish	seed	73	semiʎa	s e m i ʎ a	222
387	French	seed	73	semɑ̃s	s e m ɑ̃ s	222
388	Portuguese	seed	73	səmẽtə	s ə m ẽ t ə	221
389	Romanian	seed	73	səmɨnʦə	s ə m ɨ n ʦ ə	221
390	Italian	seed	73	seme	s e m e	222
391	French	seed	73	ɡʁɛn	ɡ ʁ ɛ n	223
# 
392	Spanish	sit (V)	74	sentaðo	s e n t a ð o	225
393	French	sit (V)	74	ɛtʁasi	ɛ t ʁ a s i	226
394	Portuguese	sit (V)	74	sẽtar	s ẽ t a r	225
395	Romanian	sit (V)	74	ʃedea	ʃ e d ea	224
396	Italian	sit (V)	74	sedere	s e d e r e	224
# 
397	Spanish	skin	75	pjel	p j e l	227
398	French	skin	75	po	p o	228
399	Portuguese	skin	75	pɛlə	p ɛ l ə	227
400	Romanian	skin	75	pjele	p j e l e	227
401	Italian	skin	75	pɛlle	p ɛ lː e	227
402	Portuguese	skin	75	koru	k o r u	229
# 
403	Spanish	sleep (V)	76	doɾmiɾ	d o ɾ m i ɾ	230
404	French	sleep (V)	76	dɔʁmiʁ	d ɔ ʁ m i ʁ	230
405	Portuguese	sleep (V)	76	durmir	d u r m i r	230
406	Romanian	sleep (V)	76	dormi	d o r m i	230
407	Italian	sleep (V)	76	dormire	d o r m i r e	230
# 
408	Spanish	small	77	pekeɲo	p e k e ɲ o	233
409	French	small	77	pəti	p ə t i	232
410	Portuguese	small	77	pəkenu	p ə k e n u	232
411	Romanian	small	77	mik	m i k	231
412	Italian	small	77	pikkolo	p i kː o l o	233
# 
413	Spanish	smoke	78	umo	u m o	234
414	French	smoke	78	fyme	f y m e	234
415	Portuguese	smoke	78	fumu	f u m u	234
416	Romanian	smoke	78	fum	f u m	234
417	Italian	smoke	78	fumo	f u m o	234
# 
418	Romanian	stand (V)	79	sta	s t a	235
419	Italian	stand (V)	79	stare	s t a r e	235
# 
420	Spanish	star	80	estɾeʎa	e s t ɾ e ʎ a	236
421	French	star	80	etwal	e t w a l	236
422	Portuguese	star	80	əʃtrelɐ	ə ʃ t r e l ɐ	237
423	Romanian	star	80	stea	s t ea	236
424	Italian	star	80	stella	s t e lː a	236
# 
425	Spanish	stone	81	pjeðɾa	p j e ð ɾ a	238
426	French	stone	81	pjɛʁ	p j ɛ ʁ	240
427	Portuguese	stone	81	pɛdrɐ	p ɛ d r ɐ	238
428	Romanian	stone	81	pjatrə	p j a t r ə	238
429	Italian	stone	81	sasso	s a sː o	239
# 
430	Spanish	sun	82	sol	s o l	242
431	French	sun	82	sɔlɛj	s ɔ l ɛ j	242
432	Portuguese	sun	82	sɔl	s ɔ l	242
433	Romanian	sun	82	sware	s w a r e	241
434	Italian	sun	82	sole	s o l e	242
# 
435	Spanish	swim (V)	83	naðaɾ	n a ð a ɾ	246
436	French	swim (V)	83	naʒe	n a ʒ e	245
437	Portuguese	swim (V)	83	nɐdar	n ɐ d a r	244
438	Romanian	swim (V)	83	ɨnota	ɨ n o t a	243
439	Italian	swim (V)	83	nwotare	n w o t a r e	244
# 
440	Spanish	tail	84	kola	k o l a	248
441	French	tail	84	kø	k ø	249
442	Portuguese	tail	84	kawdɐ	k a w d ɐ	247
443	Romanian	tail	84	kwadə	k w a d ə	247
444	Italian	tail	84	koda	k o d a	248
445	Spanish	tail	84	ravo	r a v o	251
446	Portuguese	tail	84	ʀabu	ʀ a b u	250
# 
447	Spanish	that	85	akel	a k e l	252
448	French	that	85	səla	s ə l a	254
449	Portuguese	that	85	ɐkelə	ɐ k e l ə	252
450	Romanian	that	85	aʧel	a ʧ e l	252
451	Italian	that	85	kwello	k w e lː o	253
# 
452	Spanish	this	86	este	e s t e	255
453	French	this	86	səsi	s ə s i	257
454	Portuguese	this	86	əʃtə	ə ʃ t ə	256
455	Romanian	this	86	aʧest	a ʧ e s t	255
456	Italian	this	86	kwesto	k w e s t o	255
# 
457	Spanish	thou	87	tu	t u	258
458	French	thou	87	ty	t y	258
459	Portuguese	thou	87	tu	t u	258
460	Romanian	thou	87	tu	t u	258
461	Italian	thou	87	tu	t u	258
# 
462	Spanish	tongue	88	leŋɡwa	l e ŋ ɡ w a	259
463	French	tongue	88	lɑ̃ɡ	l ɑ̃ ɡ	261
464	Portuguese	tongue	88	lĩgwɐ	l ĩ g w ɐ	260
465	Romanian	tongue	88	limbə	l i m b ə	259
466	Italian	tongue	88	liŋɡwa	l i ŋ ɡ w a	259
# 
467	Spanish	tooth	89	djente	d j e n t e	262
468	French	tooth	89	dɑ̃	d ɑ̃	264
469	Portuguese	tooth	89	dẽtə	d ẽ t ə	263
470	Romanian	tooth	89	dinte	d i n t e	262
471	Italian	tooth	89	dɛnte	d ɛ n t e	262
# 
472	Spanish	tree	90	arvol	a r v o l	265
473	French	tree	90	aʁbʁ	a ʁ b ʁ	266
474	Portuguese	tree	90	arvurə	a r v u r ə	265
475	Romanian	tree	90	arbore	a r b o r e	265
476	Italian	tree	90	albero	a l b e r o	265
# 
477	Spanish	two	91	dos	d o s	267
478	French	two	91	dø	d ø	267
479	Portuguese	two	91	doiʃ	d oi ʃ	267
480	Romanian	two	91	doj	d o j	267
481	Italian	two	91	due	d ue	267
# 
482	Spanish	walk (V)	92	andar	a n d a r	269
483	French	walk (V)	92	vɛ	v ɛ	270
484	Portuguese	walk (V)	92	ɐ̃dar	ɐ̃ d a r	269
485	Romanian	walk (V)	92	umbla	u m b l a	268
486	Italian	walk (V)	92	vo	v o	270
487	Spanish	walk (V)	92	boi	b oi	272
488	French	walk (V)	92	ale	a l e	271
489	Italian	walk (V)	92	andare	a n d a r e	269
# 
490	Spanish	warm	93	kaliðo	k a l i ð o	273
491	French	warm	93	ʃo	ʃ o	276
492	Portuguese	warm	93	kẽtə	k ẽ t ə	274
493	Romanian	warm	93	kald	k a l d	273
494	Italian	warm	93	tiepido	t ie p i d o	275
# 
495	Spanish	water	94	aɣwa	a ɣ w a	278
496	French	water	94	o	o	279
497	Portuguese	water	94	agwɐ	a g w ɐ	277
498	Romanian	water	94	apə	a p ə	277
499	Italian	water	94	akkwa	a kː w a	278
# 
500	Spanish	we	95	nosotɾos	n o s o t ɾ o s	282
501	French	we	95	nu	n u	280
