# SIN
ID	Languages	Gloss	GlossId	Ortho	IPA	CogID
30	Changsha	moon	2	月亮	ɥe²⁴ljan¹¹	15
31	Changsha	moon	2	月亮菩萨	ɥe²⁴ljan⁵⁵pu¹³sa²⁴	15
32	Changsha	moon	2	月亮巴巴	ɥe²⁴ljan⁵⁵pa³³pa	15
33	Guixian	moon	2	月亮	jɛ²¹ljaŋ²¹³	15
34	Xiamen	moon	2	月	geʔ⁵	17
35	Xiamen	moon	2	月娘	geʔ⁵nju³⁵	17
36	Hefei	moon	2	月亮	ɥɐʔ⁵ljɑ̃⁵³	18
37	Jinan	moon	2	月亮	ɥə²¹ljaŋ	15
38	Hangzhou	moon	2	月亮	ɦɥəʔ²ljɑŋ¹³	19
39	Guangzhou	moon	2	月光	jyt²kwɔŋ⁵⁵	16
40	Guangzhou	moon	2	月亮	jyt²lœŋ²²	16
41	Nanchang	moon	2	月光	ȵɥɵʔ²kwɔŋ⁴²	14
42	Chengdu	moon	2	月亮	ɥe³¹njaŋ¹³	15
43	Taiyuan	moon	2	月明	ɥəʔ²mi⁴⁵	18
44	Taiyuan	moon	2	月亮	ɥəʔ²ljɒ̃⁴⁵	18
45	Shexian	moon	2	月亮	we²²lja²²	20
46	Beijing	moon	2	月亮	ɥɛ⁵¹ljɑŋ¹	15
47	Kunming	moon	2	月亮	jɛ³¹ljᴀ̃²¹²	15
48	Kunming	moon	2	太阴	tʰæ²¹²ĩ⁴⁴	21
49	Shanghai	moon	2	月亮	ɦɥɪʔ¹ljã¹³	19
50	Shanghai	moon	2	月光	ɦɥɪʔ¹kwɑ̃⁵³	19
# 
51	Meixian	star	3	星儿	sen⁴⁴ne	22
52	Changsha	star	3	星子	sin³³ʦɿ	22
53	Guixian	star	3	星宿	ɕin⁵⁵ɕju²¹³	22
54	Xiamen	star	3	星	ʦʰĩ⁵⁵	23
55	Hefei	star	3	星	ɕin²¹	22
56	Jinan	star	3	星	ɕiŋ²¹³	22
57	Hangzhou	star	3	星	ɕin³³	22
58	Guangzhou	star	3	星	seŋ⁵⁵	22
59	Nanchang	star	3	星子	sjɑŋ⁴²ʦɿ⁰²	26
60	Chengdu	star	3	星星儿	ɕin⁵⁵ɕir⁵⁵	22
61	Taiyuan	star	3	星宿	ɕi¹¹ɕjəwiəu⁴⁵	24
62	Shexian	star	3	天星	tʰe³¹sjʌ̃³¹	25
63	Beijing	star	3	星星	ɕiŋ⁵⁵ɕiŋ²	22
64	Kunming	star	3	星宿	ɕĩ⁴⁴ɕjəwiəu²¹²	24
65	Shanghai	star	3	星	ɕiŋ⁵³	22
# 
66	Meixian	thunder	4	响雷公	hjoŋ³¹lwi¹¹kuŋ⁴⁴	27
67	Changsha	thunder	4	打雷	ta⁴¹lej¹³	28
68	Guixian	thunder	4	打雷	ta⁴²lwejuei²¹	28
69	Guixian	thunder	4	吼雷	xəw⁴²lwejuei²¹	35
70	Xiamen	thunder	4	陈雷	tan³⁵lwi	30
71	Hefei	thunder	4	打雷	ta²⁴le⁵⁵	28
72	Jinan	thunder	4	打雷	ta⁵⁵lwejuei⁴²	28
73	Hangzhou	thunder	4	打雷	tɑ⁵³lej²¹³	28
74	Guangzhou	thunder	4	行雷	haŋ²¹løɥ²¹	29
75	Nanchang	thunder	4	恨雷	hɛn²¹lwi⁴⁵	29
76	Nanchang	thunder	4	打雷	tɑ²¹³lwi⁴⁵	28
77	Chengdu	thunder	4	打雷	ta⁵³nwejuei³¹	28
78	Chengdu	thunder	4	响雷	ɕjaŋ⁵³nwejuei³¹	34
79	Taiyuan	thunder	4	响忽雷	xjɒ̃⁵³xwəʔ²lwejuei¹¹	32
80	Shexian	thunder	4	打霹雳	ta³⁵pʰɛ²¹lɛ	28
81	Shexian	thunder	4	打天雷	ta³⁵tʰe³¹lɛ⁴⁴	28
82	Beijing	thunder	4	打雷	ta²¹⁴lej³⁵	28
83	Kunming	thunder	4	升雷	ʂə̃⁴⁴lwejuei³¹	31
84	Shanghai	thunder	4	雷响	le¹³ɕjã³⁴	33
85	Shanghai	thunder	4	打雷	tã³⁵le²³	28
# 
86	Changsha	lightning	5	扯闪	t͡ʂʰʅ⁴¹ʂə̃⁴¹	39
87	Guixian	lightning	5	火闪	xo⁴²san⁴²	38
88	Guixian	lightning	5	扯火闪	ʦʰej⁴²xo⁴²san⁴²	43
89	Hefei	lightning	5	打闪	ta²⁴ʂən²⁴	39
90	Jinan	lightning	5	打闪	ta⁵⁵ʂã⁵⁵	39
91	Hangzhou	lightning	5	霍闪	hwoʔ⁵sɥõ⁵³	40
92	Guangzhou	lightning	5	闪电	sim³⁵tin²²	37
93	Guangzhou	lightning	5	摄电	sip³tin²²	42
94	Nanchang	lightning	5	打霍闪	tɑ²¹³fɔʔ⁵sɛn⁰²	39
95	Chengdu	lightning	5	火闪	xo⁵³san⁵³	38
96	Taiyuan	lightning	5	打闪	ta⁵³sæ̃⁵³	39
97	Shexian	lightning	5	打热闪	ta³⁵ne²²ɕɥe³²⁴	39
98	Shexian	lightning	5	扯热闪	ʨʰja³⁵ne²²ɕɥe³²⁴	43
99	Beijing	lightning	5	闪电	ʂan²¹⁴tjan⁵¹	36
100	Kunming	lightning	5	扯闪	t͡ʂʰə⁵³ʂᴀ̃⁵³	39
101	Shanghai	lightning	5	霍险	hoʔ⁵ɕi³⁵	41
102	Shanghai	lightning	5	闪电	sø³⁵di¹³	44
# 
103	Meixian	rain	6	落雨	lok⁵i³¹	45
104	Changsha	rain	6	落雨	lo²⁴y⁴¹	48
105	Guixian	rain	6	下雨	ɕja²¹³i⁴²	46
106	Guixian	rain	6	落雨	lo²¹i⁴²	48
107	Xiamen	rain	6	落雨	loʔ⁵hɔ²²	47
108	Hefei	rain	6	下雨	ɕja⁵³zy²⁴	46
109	Jinan	rain	6	下雨	ɕja²¹y⁵⁵	46
110	Hangzhou	rain	6	落雨	loʔ²y⁵³	47
111	Guangzhou	rain	6	落雨	lɔk²jy²³	45
112	Nanchang	rain	6	落雨	lɔʔ²y²¹³	47
113	Chengdu	rain	6	下雨	ɕja¹³y⁵³	46
114	Chengdu	rain	6	落雨	no³¹y⁵³	50
115	Taiyuan	rain	6	下雨	xa⁴⁵y⁵³	49
116	Shexian	rain	6	落雨	lɔ²²y³⁵	48
117	Beijing	rain	6	下雨	ɕja⁵¹y²¹⁴	46
118	Kunming	rain	6	下雨	ɕjᴀ²¹²i⁵³	46
119	Shanghai	rain	6	落雨	loʔ¹ɦy²³	47
# 
120	Meixian	snow	7	落雪	lok⁵sjet¹	51
121	Changsha	snow	7	落雪	lo²⁴sje²⁴	54
122	Guixian	snow	7	下雪	ɕja²¹³ɕjɛ²¹	52
123	Xiamen	snow	7	落雪	loʔ⁵seʔ³²	53
124	Hefei	snow	7	下雪	ɕja⁵³ɕɥɐʔ⁵	52
125	Jinan	snow	7	下雪	ɕja²¹ɕɥə²¹³	52
126	Jinan	snow	7	落雪	lwə²¹ɕɥə²¹³	57
127	Hangzhou	snow	7	落雪	loʔ²ɕjəʔ⁵	53
128	Guangzhou	snow	7	落雪	lɔk²syt³	51
129	Nanchang	snow	7	落雪	lɔʔ²ɕɥɵʔ⁵	53
130	Chengdu	snow	7	下雪	ɕja¹³ɕɥe³¹	52
131	Chengdu	snow	7	落雪	no³¹ɕɥe³¹	56
132	Taiyuan	snow	7	下雪	xa⁴⁵ɕɥəʔ²	55
133	Shexian	snow	7	落雪	lɔ²²ɕɥeʔ²¹	54
134	Beijing	snow	7	下雪	ɕja⁵¹ɕɥɛ²¹⁴	52
135	Kunming	snow	7	下雪	ɕjᴀ²¹²ɕjɛ³¹	52
136	Shanghai	snow	7	落雪	loʔ¹ɕjɪʔ⁵	53
# 
137	Meixian	hail	8	雹	pʰok⁵	58
138	Changsha	hail	8	冰雹	pin³³pʰaw⁵⁵	60
139	Guixian	hail	8	冰雹	pin⁵⁵pa	60
140	Guixian	hail	8	白雨	pɛ²¹i⁴²	61
141	Xiamen	hail	8	雹	pʰawʔ⁵	59
142	Hefei	hail	8	盐豆子	jɪ̃⁵⁵tɯ⁵³ʦə	62
143	Jinan	hail	8	雹子	pa⁴²ʦɿ	61
144	Jinan	hail	8	冷子	ləŋ⁵⁵ʦɿ	64
145	Hangzhou	hail	8	冰雹	pin³³bɔ²¹³	60
146	Guangzhou	hail	8	雹	pɔk²	58
147	Guangzhou	hail	8	雪珠	syt³ʦy⁵⁵	66
148	Nanchang	hail	8	雹子	pʰɔʔ²ʦɿ⁰²	65
149	Chengdu	hail	8	冰雹子	pin⁵⁵paw¹³ʦɿ⁵³	60
150	Chengdu	hail	8	冰弹子	pin⁵⁵tan¹³ʦɿ⁵³	60
151	Chengdu	hail	8	雪弹子	ɕɥe³¹tan¹³ʦɿ⁵³	67
152	Taiyuan	hail	8	冷弹子	ləŋ⁵³tæ̃⁴⁵ʦəʔ	64
153	Shexian	hail	8	冰雹	pjʌ̃³¹pʰɔ²²	63
154	Beijing	hail	8	雹子	pɑw³⁵ʦɿ³	59
155	Kunming	hail	8	冰雹	pĩ⁴⁴pɔ²¹²	61
156	Kunming	hail	8	雪弹子	ɕjɛ³¹tᴀ̃²¹²ʦɿ	67
157	Kunming	hail	8	雪薄子	ɕjɛ³¹po³¹ʦɿ⁵³	67
158	Shanghai	hail	8	冰雹	piŋ⁵³bɔ³	60
# 
159	Meixian	freeze	9	结冰	kjat¹pen⁴⁴	68
160	Changsha	freeze	9	下凌	ɕja¹¹lin¹¹	72
161	Changsha	freeze	9	构凌	kəw⁵⁵lin¹¹	76
162	Guixian	freeze	9	结冰	ʨjɛ²¹pin	68
163	Guixian	freeze	9	起凌冰	ʨʰi⁴²lin²¹³pin⁵⁵	75
164	Xiamen	freeze	9	结冰	kjat³²piŋ⁵⁵	68
165	Xiamen	freeze	9	坚冰	kjan⁵⁵piŋ⁵⁵	68
166	Hefei	freeze	9	结冰	ʨiʔ⁵pin²¹	71
167	Jinan	freeze	9	冻冻	tuŋ²¹³tuŋ	70
168	Hangzhou	freeze	9	结冰	ʨjəʔ⁵pin³³	68
169	Guangzhou	freeze	9	结冰	kit³peŋ⁵⁵	69
170	Nanchang	freeze	9	结冰	ʨjɛʔ⁵pin⁴²	68
171	Nanchang	freeze	9	凌到了	lɛn²¹tɑw⁰²ljɛwiɛu⁰²	77
172	Chengdu	freeze	9	结冰	ʨje³¹pin⁵⁵	68
173	Taiyuan	freeze	9	冻冰	twəŋ⁴⁵pjəŋ¹¹	74
174	Shexian	freeze	9	冻冰	tʌ̃³²⁴pjʌ̃³¹	73
175	Beijing	freeze	9	结冰	ʨjɛ⁵⁵piŋ⁵⁵	68
176	Kunming	freeze	9	结冰	ʨjɛ³¹pĩ⁴⁴	68
177	Shanghai	freeze	9	结冰	ʨjɪʔ⁵piŋ⁵³	68
# 
178	Meixian	blow	10	起风	hi³¹fuŋ⁴⁴	78
179	Changsha	blow	10	起风	ʨʰi⁴¹xoŋ³³	81
180	Changsha	blow	10	发风	fa²⁴xoŋ³³	83
181	Guixian	blow	10	吹风	ʦʰwejuei⁵⁵foŋ⁵⁵	79
182	Xiamen	blow	10	起风	kʰi⁵³hɔŋ⁵⁵	81
183	Hefei	blow	10	起风	ʦʰɿ²⁴fəŋ²¹	81
184	Jinan	blow	10	刮风	kwa²¹³fəŋ²¹³	79
185	Hangzhou	blow	10	起风	ʨʰi⁵³foŋ³³	81
186	Hangzhou	blow	10	刮风	kwɑʔ⁵foŋ³³	79
187	Guangzhou	blow	10	翻风	fan⁵³foŋ⁵³	80
188	Guangzhou	blow	10	打风刮台风	ta³⁵foŋ⁵³	82
189	Nanchang	blow	10	起风	ʨʰi²¹³fuŋ⁴²	81
190	Chengdu	blow	10	刮风	kwa³¹foŋ⁵⁵	79
191	Chengdu	blow	10	起风	ʨʰi⁵³foŋ⁵⁵	81
192	Chengdu	blow	10	吹风	ʦʰwejuei⁵⁵foŋ⁵⁵	79
193	Taiyuan	blow	10	刮风	kwaʔ²fəŋ¹¹	79
194	Shexian	blow	10	起风	ʨʰi³⁵fʌ̃³¹	81
195	Shexian	blow	10	发风	fa²¹fʌ̃³¹	83
196	Beijing	blow	10	刮风	kwa⁵⁵fəŋ⁵⁵	79
197	Kunming	blow	10	刮风	kwᴀ³¹foŋ⁴⁴	79
198	Kunming	blow	10	起风	ʨʰi⁵³foŋ⁴⁴	81
199	Shanghai	blow	10	起风	ʨʰi³⁵foŋ⁵³	81
200	Shanghai	blow	10	刮风	kwaʔ⁵foŋ⁵³	79
# 
201	Meixian	rainbow	11	天弓	tʰjen⁴⁴kjuŋ⁴⁴	84
202	Changsha	rainbow	11	虹	kan⁵⁵	87
203	Guixian	rainbow	11	虹	kaŋ²¹³	87
204	Xiamen	rainbow	11	虹	kʰiŋ²²	87
205	Hefei	rainbow	11	虹	ʨjɑ̃⁵³	85
206	Jinan	rainbow	11	虹	ʨjaŋ²¹	85
207	Hangzhou	rainbow	11	鱟	hej⁴⁴⁵	89
208	Guangzhou	rainbow	11	虹	hoŋ²¹	86
209	Nanchang	rainbow	11	虹	kɔŋ⁴⁵	87
210	Chengdu	rainbow	11	虹	xoŋ³¹	87
211	Chengdu	rainbow	11	彩虹	ʦʰaj⁵³xoŋ³¹	85
212	Chengdu	rainbow	11	天桥	tʰjan⁵⁵ʨʰjawiau³¹	84
213	Taiyuan	rainbow	11	虹	ʨjɒ̃⁵³	85
214	Shexian	rainbow	11	虹	ka³²⁴	88
215	Shexian	rainbow	11	彩虹	ʦʰɛ³⁵ka³²⁴	88
216	Beijing	rainbow	11	虹	ʨjɑŋ⁵¹	85
217	Kunming	rainbow	11	虹	kᴀ̃²¹²	88
218	Shanghai	rainbow	11	鲎	hɤ³⁵	90
219	Shanghai	rainbow	11	彩虹	ʦʰe³⁵ɦoŋ¹³	88
# 
220	Meixian	this year	15	今年	kin⁴⁴ŋjan¹¹	91
221	Changsha	this year	15	今年	ʨin³³ȵjẽ¹³	91
222	Guixian	this year	15	今年	ʨin⁵⁵ljan²¹	91
223	Guixian	this year	15	真年	ʦen⁵⁵ljan²¹	91
224	Xiamen	this year	15	今年	kin⁵⁵ni³⁵	91
225	Hefei	this year	15	今年	ʨin²¹ljɪ̃⁵⁵	91
226	Jinan	this year	15	今年	ʨjẽ²¹³jã⁴²	93
227	Hangzhou	this year	15	根年	ken³³ȵjᴇ̃²¹³	91
228	Guangzhou	this year	15	今年	kɐm⁵³nin²¹	92
229	Nanchang	this year	15	今年	ʨin⁴²ȵjɛn⁰²	91
230	Chengdu	this year	15	今年	ʨin⁵⁵ȵjan³¹	91
231	Taiyuan	this year	15	今年	ʨjəŋ¹¹nje¹¹	93
232	Shexian	this year	15	根年	kʌ̃³¹ne⁴⁴	94
233	Beijing	this year	15	今年个	ʨin⁵⁵njan³⁵kə³	91
234	Kunming	this year	15	今年	ʨĩ⁴⁴njɛ̃³¹	94
235	Shanghai	this year	15	今年	ʨiŋ⁵³ȵi¹³	91
# 
236	Meixian	today	20	今日	kim⁴⁴ŋit¹	95
237	Changsha	today	20	今朝	ʨin³³t͡ʂaw³³	97
238	Changsha	today	20	今日	ʨin³³ʐʅ²⁴	97
239	Guixian	today	20	今天	ʨin⁵⁵tʰjan⁵⁵	97
240	Guixian	today	20	真天	ʦen⁵⁵tʰjan⁵⁵	97
241	Xiamen	today	20	今仔日	kin⁵⁵na⁵³lit⁵	97
242	Hefei	today	20	皆个	ʨi²¹kə	98
243	Jinan	today	20	今天	ʨjẽ²¹³tʰjã²¹³	96
244	Jinan	today	20	今们儿	ʨi²¹³mer	98
245	Hangzhou	today	20	根朝	ken³³ʦɔ³³	97
246	Guangzhou	today	20	今日	kɐm⁵³jɐt²	95
247	Nanchang	today	20	今日	ʨin⁴²ȵiʔ⁰²	97
248	Chengdu	today	20	今天	ʨin⁵⁵tʰjan⁵⁵	97
249	Taiyuan	today	20	今日	ʨjəŋ¹¹zəŋ²	96
250	Taiyuan	today	20	今天	ʨjəŋ¹¹tʰje¹¹	96
251	Shexian	today	20	昨日	ʦʰo²²ni²²	98
252	Shexian	today	20	昨朝	ʦʰo²²ʨjɔ³¹	98
253	Beijing	today	20	今儿个	ʨjər⁵⁵kə²	96
254	Kunming	today	20	今儿日	ʨjə⁴⁴ʐʅ³¹	96
255	Shanghai	today	20	今朝	ʨiŋ⁵³ʦɔ⁵³	97
# 
256	Meixian	wheat	22	麦儿	mak⁵e	99
257	Changsha	wheat	22	麦子	mə²⁴ʦɿ	102
258	Guixian	wheat	22	麦子	mɛ²¹ʦɿ⁴²	102
259	Xiamen	wheat	22	麦仔	beʔ⁵ja⁵³	101
260	Xiamen	wheat	22	麦	beʔ⁵	101
261	Hefei	wheat	22	麦子	mɐʔ⁵ʦə	103
262	Jinan	wheat	22	麦子	mej²¹ʦɿ	100
263	Hangzhou	wheat	22	麦子	mɑʔ²ʦɿ⁵³	103
264	Guangzhou	wheat	22	麦	mɐk²	99
265	Nanchang	wheat	22	麦子	mɑʔ²ʦɿ⁰²	103
266	Chengdu	wheat	22	麦子	me³¹ʦɿ⁵³	102
267	Taiyuan	wheat	22	麦子	mjəʔ²ʦəʔ	100
268	Shexian	wheat	22	小麦	sjɔ³⁵mɛ²²	104
269	Shexian	wheat	22	麦	mɛ²²	102
270	Beijing	wheat	22	麦子	maj⁵¹ʦɿ¹	100
271	Kunming	wheat	22	麦子	mə³¹ʦɿ⁵³	102
272	Shanghai	wheat	22	麦子	maʔ¹ʦɿ³⁵	103
# 
273	Meixian	sunflower	24	向日葵	hjoŋ⁵³ŋit¹kʰwi¹¹	105
274	Changsha	sunflower	24	葵花	kwejuei¹³fa³³	106
275	Guixian	sunflower	24	葵花	kʰwejuei²¹xwa⁵⁵	106
276	Xiamen	sunflower	24	向日葵	hjɔŋ²¹lit⁵kʰwi	105
277	Xiamen	sunflower	24	向阳花	hjɔŋ²¹jɔŋ³⁵hwe⁵⁵	105
278	Hefei	sunflower	24	葵花	kʰwe⁵⁵xwa²¹	106
279	Jinan	sunflower	24	朝阳花	t͡ʂʰaŋ⁴²jaŋxwa²¹³	109
280	Hangzhou	sunflower	24	葵花	gwi²¹³hwɑ³³	106
281	Hangzhou	sunflower	24	向日葵	ɕjɑŋ⁴⁴⁵zʔ²gwi²¹³	108
282	Guangzhou	sunflower	24	向日葵	hœŋ³³jɐt²kʰwɐj²¹	107
283	Guangzhou	sunflower	24	葵花	kʰwɐj²¹fa⁵⁵	106
284	Nanchang	sunflower	24	葵花	kʰwi²⁴fɑ⁴²	106
285	Chengdu	sunflower	24	向日葵	ɕjaŋ¹³zɿ³¹kʰwejuei³¹	108
286	Chengdu	sunflower	24	向儿葵	ɕjaŋ¹³ər³¹kʰwejuei³¹	108
287	Chengdu	sunflower	24	葵花	kʰwejuei³¹xwa⁵⁵	106
288	Taiyuan	sunflower	24	葵花	kʰwejuei¹¹xwa¹¹	106
289	Shexian	sunflower	24	葵花莲	kʰwe⁴⁴xwa³¹le⁴⁴	106
290	Shexian	sunflower	24	丝瓜莲	s³¹kwa³¹le⁴⁴	111
291	Beijing	sunflower	24	转日莲	t͡ʂwan⁵¹ʐʅ¹ljan³⁵	106
292	Beijing	sunflower	24	向日葵	ɕjaŋ⁵¹ʐʅ¹kʰwejuei³⁵	108
293	Beijing	sunflower	24	葵花	kʰwejuei³⁵xwa⁵⁵	106
294	Kunming	sunflower	24	朝阳饼	t͡ʂʰ³¹jᴀ̃³¹pĩ⁵³	110
295	Shanghai	sunflower	24	向日葵	ɕjã³⁵zəʔ¹²gwe¹³	108
296	Shanghai	sunflower	24	葵花	gwe¹³ho⁵³	106
# 
297	Meixian	spinach	25	角菜儿	kok¹ʦʰoj⁵³je	112
298	Changsha	spinach	25	菠菜	po³³ʦʰaj⁵⁵	113
299	Guixian	spinach	25	菠菜	po⁵⁵ʦʰaj²¹³	113
300	Xiamen	spinach	25	菠菱菜	pe⁵⁵liŋ³⁵ʦʰaj²¹	113
301	Hefei	spinach	25	菠菜	pu²¹ʦʰᴇ⁵³	113
302	Jinan	spinach	25	菠菜	pə²¹³ʦʰɛ	113
303	Hangzhou	spinach	25	菠菜	po³³ʦʰᴇ⁴⁴⁵	113
304	Guangzhou	spinach	25	菠菜	pɔ⁵³ʦʰɔj³³	113
305	Nanchang	spinach	25	菠菜	po⁴²ʦʰaj⁰²	113
306	Chengdu	spinach	25	菠菜	po⁵⁵ʦʰaj¹³	113
307	Taiyuan	spinach	25	青菜	ʨʰi¹¹ʦʰaj⁴⁵	114
308	Taiyuan	spinach	25	菠菜	pɤ¹¹ʦʰaj⁴⁵	113
309	Shexian	spinach	25	菠菜	po³¹ʦʰɛ³²⁴	113
310	Beijing	spinach	25	菠菜	po³⁵ʦʰaj⁵¹	113
311	Kunming	spinach	25	菠菜	po⁴⁴ʦʰæ²¹²	113
312	Shanghai	spinach	25	菠菜	pu⁵³ʦʰe³⁵	113
# 
313	Meixian	cabbage	26	包菜	paw⁴⁴ʦʰoj⁵³	115
314	Changsha	cabbage	26	包菜	paw³³ʦʰaj⁵⁵	115
315	Guixian	cabbage	26	裹心白	ko⁴²ɕin⁵⁵pɛ²¹	118
316	Xiamen	cabbage	26	高丽菜	ko⁵⁵le³⁵ʦʰaj²¹	118
317	Hefei	cabbage	26	包头菜	pu²¹tʰɯ⁵⁵ʦʰᴇ⁵³	121
318	Jinan	cabbage	26	卷心菜	ʨɥã⁵⁵ɕjẽ²¹³ʦʰɛ²¹	119
319	Jinan	cabbage	26	洋白菜	jaŋ⁴²pej⁴²ʦʰɛ	116
320	Jinan	cabbage	26	圆白菜	ɥã⁴²pej⁴²ʦʰɛ²¹	117
321	Hangzhou	cabbage	26	包心菜	pɔ³³ɕin³³ʦʰᴇ⁴⁴⁵	121
322	Guangzhou	cabbage	26	椰菜	jɛ²¹ʦʰɔj³³	117
323	Nanchang	cabbage	26	包菜	pɑw⁴²ʦʰaj⁰²	115
324	Chengdu	cabbage	26	卷心白	ʨɥan⁵³ɕin⁵⁵pe³¹	119
325	Chengdu	cabbage	26	莲花白	njan³¹xwa⁵⁵pe³¹	123
326	Taiyuan	cabbage	26	茴子白	xwejuei¹¹ʦəʔpaj¹¹	122
327	Shexian	cabbage	26	甘蓝菜	kɛ³¹lɛ⁴⁴ʦʰɛ³²⁴	118
328	Beijing	cabbage	26	洋白菜	jɑŋ³⁵paj³⁵ʦʰaj⁵¹	116
329	Kunming	cabbage	26	莲花白	ljɛ̃³¹xwᴀ⁴⁴pə³¹	120
330	Shanghai	cabbage	26	卷心菜	ʨɥø³⁵ɕiŋ⁵³ʦʰe³⁵	119
# 
331	Meixian	sweet potato	29	番薯	fan⁴⁴su¹¹	124
332	Changsha	sweet potato	29	红薯	xoŋ¹³ɕy¹¹	127
333	Guixian	sweet potato	29	饭薯	fan²¹³su²¹	124
334	Guixian	sweet potato	29	白苕	pɛ²¹sa²¹	129
335	Xiamen	sweet potato	29	番藷	han⁵⁵ʦu³⁵	126
336	Hefei	sweet potato	29	芋头	zy⁵³tʰɯ	130
337	Jinan	sweet potato	29	地瓜	ti²¹kwa²¹³	128
338	Hangzhou	sweet potato	29	番薯	fᴇ̃³³ʣy¹³	129
339	Guangzhou	sweet potato	29	番薯	fan⁵³sy²¹	124
340	Nanchang	sweet potato	29	萝卜薯	lo⁴⁵pʰo⁰⁴ɕy⁴⁵	132
341	Nanchang	sweet potato	29	红薯	fuŋ⁴⁵ɕy⁴⁵	124
342	Chengdu	sweet potato	29	红苕	xoŋ³¹saw³¹	127
343	Taiyuan	sweet potato	29	红薯	xwəŋ¹¹su⁵³	131
344	Shexian	sweet potato	29	山芋	sa³¹y²²	130
345	Beijing	sweet potato	29	白薯	paj³⁵ʂu²¹⁴	125
346	Kunming	sweet potato	29	白薯	pə³¹t͡ʂʰu⁵³	129
347	Shanghai	sweet potato	29	山芋	se⁵³ɦy¹³	130
# 
348	Meixian	pig	32	猪儿	ʦu⁴⁴ve	133
349	Changsha	pig	32	猪	ʨy³³	133
350	Guixian	pig	32	猪	ʦu⁵⁵	133
351	Xiamen	pig	32	猪	ti⁵⁵	134
352	Hefei	pig	32	猪	t͡ʂu²¹	133
353	Jinan	pig	32	猪	t͡ʂu²¹³	133
354	Hangzhou	pig	32	猪	ʦy³³	133
355	Hangzhou	pig	32	肉猪	zoʔ²ʦy³³	135
356	Guangzhou	pig	32	猪	ʦy⁵⁵	133
357	Nanchang	pig	32	猪	ʨy⁴²	133
358	Chengdu	pig	32	猪	ʦu⁵⁵	133
359	Taiyuan	pig	32	猪	ʦu¹¹	133
360	Shexian	pig	32	猪	ʨy³¹	133
361	Beijing	pig	32	猪	t͡ʂu⁵⁵	133
362	Kunming	pig	32	猪	t͡ʂu⁴⁴	133
363	Shanghai	pig	32	猪猡	ʦɿ⁵³lu¹³	133
# 
364	Meixian	rooster	35	鸡公	ke⁴⁴kuŋ⁴⁴	136
365	Changsha	rooster	35	叫鸡公	ʨjawiau⁵⁵ʨi³³koŋ³³	138
366	Guixian	rooster	35	公鸡	koŋ⁵⁵ʨi⁵⁵	137
367	Xiamen	rooster	35	鸡角	kwe⁵⁵kak³²	139
368	Hefei	rooster	35	公鸡	kəŋ²¹ʦɿ²¹	137
369	Jinan	rooster	35	公鸡	kuŋ²¹³ʨi	137
370	Hangzhou	rooster	35	雄鸡	ɦjoŋ²¹³ʨi³³	140
371	Hangzhou	rooster	35	童子鸡	doŋ²¹³ʦɿ⁵³ʨi³³	143
372	Guangzhou	rooster	35	鸡公	kɐj⁵⁵koŋ⁵⁵	138
373	Guangzhou	rooster	35	生鸡	saŋ⁵⁵kɐj⁵⁵	141
