# SIN
ID	Languages	Gloss	GlossId	Ortho	IPA	CogID
37	Jinan	moon	2	月亮	ɥə²¹ljaŋ	6
38	Hangzhou	moon	2	月亮	ɦɥəʔ²ljɑŋ¹³	6
39	Guangzhou	moon	2	月光	jyt²kwɔŋ⁵⁵	7
40	Guangzhou	moon	2	月亮	jyt²lœŋ²²	6
41	Nanchang	moon	2	月光	ȵɥɵʔ²kwɔŋ⁴²	7
42	Chengdu	moon	2	月亮	ɥe³¹njaŋ¹³	6
43	Taiyuan	moon	2	月明	ɥəʔ²mi⁴⁵	8
44	Taiyuan	moon	2	月亮	ɥəʔ²ljɒ̃⁴⁵	6
45	Shexian	moon	2	月亮	we²²lja²²	6
46	Beijing	moon	2	月亮	ɥɛ⁵¹ljɑŋ¹	6
47	Kunming	moon	2	月亮	jɛ³¹ljᴀ̃²¹²	6
48	Kunming	moon	2	太阴	tʰæ²¹²ĩ⁴⁴	10
49	Shanghai	moon	2	月亮	ɦɥɪʔ¹ljã¹³	6
50	Shanghai	moon	2	月光	ɦɥɪʔ¹kwɑ̃⁵³	7
# 
51	Meixian	star	3	星儿	sen⁴⁴ne	11
52	Changsha	star	3	星子	sin³³ʦɿ	11
53	Guixian	star	3	星宿	ɕin⁵⁵ɕju²¹³	11
54	Xiamen	star	3	星	ʦʰĩ⁵⁵	13
55	Hefei	star	3	星	ɕin²¹	11
56	Jinan	star	3	星	ɕiŋ²¹³	11
57	Hangzhou	star	3	星	ɕin³³	11
58	Guangzhou	star	3	星	seŋ⁵⁵	11
59	Nanchang	star	3	星子	sjɑŋ⁴²ʦɿ⁰²	11
60	Chengdu	star	3	星星儿	ɕin⁵⁵ɕir⁵⁵	11
61	Taiyuan	star	3	星宿	ɕi¹¹ɕjəwiəu⁴⁵	11
62	Shexian	star	3	天星	tʰe³¹sjʌ̃³¹	12
63	Beijing	star	3	星星	ɕiŋ⁵⁵ɕiŋ²	11
64	Kunming	star	3	星宿	ɕĩ⁴⁴ɕjəwiəu²¹²	11
65	Shanghai	star	3	星	ɕiŋ⁵³	11
# 
66	Meixian	thunder	4	响雷公	hjoŋ³¹lwi¹¹kuŋ⁴⁴	14
67	Changsha	thunder	4	打雷	ta⁴¹lej¹³	16
68	Guixian	thunder	4	打雷	ta⁴²lwejuei²¹	16
69	Guixian	thunder	4	吼雷	xəw⁴²lwejuei²¹	16
70	Xiamen	thunder	4	陈雷	tan³⁵lwi	16
71	Hefei	thunder	4	打雷	ta²⁴le⁵⁵	16
72	Jinan	thunder	4	打雷	ta⁵⁵lwejuei⁴²	16
73	Hangzhou	thunder	4	打雷	tɑ⁵³lej²¹³	16
74	Guangzhou	thunder	4	行雷	haŋ²¹løɥ²¹	14
75	Nanchang	thunder	4	恨雷	hɛn²¹lwi⁴⁵	14
76	Nanchang	thunder	4	打雷	tɑ²¹³lwi⁴⁵	16
77	Chengdu	thunder	4	打雷	ta⁵³nwejuei³¹	16
78	Chengdu	thunder	4	响雷	ɕjaŋ⁵³nwejuei³¹	16
79	Taiyuan	thunder	4	响忽雷	xjɒ̃⁵³xwəʔ²lwejuei¹¹	16
80	Shexian	thunder	4	打霹雳	ta³⁵pʰɛ²¹lɛ	16
81	Shexian	thunder	4	打天雷	ta³⁵tʰe³¹lɛ⁴⁴	16
82	Beijing	thunder	4	打雷	ta²¹⁴lej³⁵	16
83	Kunming	thunder	4	升雷	ʂə̃⁴⁴lwejuei³¹	16
84	Shanghai	thunder	4	雷响	le¹³ɕjã³⁴	15
85	Shanghai	thunder	4	打雷	tã³⁵le²³	16
# 
86	Changsha	lightning	5	扯闪	t͡ʂʰʅ⁴¹ʂə̃⁴¹	18
87	Guixian	lightning	5	火闪	xo⁴²san⁴²	18
88	Guixian	lightning	5	扯火闪	ʦʰej⁴²xo⁴²san⁴²	20
89	Hefei	lightning	5	打闪	ta²⁴ʂən²⁴	18
90	Jinan	lightning	5	打闪	ta⁵⁵ʂã⁵⁵	18
91	Hangzhou	lightning	5	霍闪	hwoʔ⁵sɥõ⁵³	19
92	Guangzhou	lightning	5	闪电	sim³⁵tin²²	17
93	Guangzhou	lightning	5	摄电	sip³tin²²	17
94	Nanchang	lightning	5	打霍闪	tɑ²¹³fɔʔ⁵sɛn⁰²	20
95	Chengdu	lightning	5	火闪	xo⁵³san⁵³	18
96	Taiyuan	lightning	5	打闪	ta⁵³sæ̃⁵³	18
97	Shexian	lightning	5	打热闪	ta³⁵ne²²ɕɥe³²⁴	20
98	Shexian	lightning	5	扯热闪	ʨʰja³⁵ne²²ɕɥe³²⁴	20
99	Beijing	lightning	5	闪电	ʂan²¹⁴tjan⁵¹	17
100	Kunming	lightning	5	扯闪	t͡ʂʰə⁵³ʂᴀ̃⁵³	18
101	Shanghai	lightning	5	霍险	hoʔ⁵ɕi³⁵	19
102	Shanghai	lightning	5	闪电	sø³⁵di¹³	17
# 
103	Meixian	rain	6	落雨	lok⁵i³¹	22
104	Changsha	rain	6	落雨	lo²⁴y⁴¹	22
105	Guixian	rain	6	下雨	ɕja²¹³i⁴²	21
106	Guixian	rain	6	落雨	lo²¹i⁴²	22
107	Xiamen	rain	6	落雨	loʔ⁵hɔ²²	22
108	Hefei	rain	6	下雨	ɕja⁵³zy²⁴	21
109	Jinan	rain	6	下雨	ɕja²¹y⁵⁵	21
110	Hangzhou	rain	6	落雨	loʔ²y⁵³	22
111	Guangzhou	rain	6	落雨	lɔk²jy²³	22
112	Nanchang	rain	6	落雨	lɔʔ²y²¹³	22
113	Chengdu	rain	6	下雨	ɕja¹³y⁵³	21
114	Chengdu	rain	6	落雨	no³¹y⁵³	22
115	Taiyuan	rain	6	下雨	xa⁴⁵y⁵³	21
116	Shexian	rain	6	落雨	lɔ²²y³⁵	22
117	Beijing	rain	6	下雨	ɕja⁵¹y²¹⁴	21
118	Kunming	rain	6	下雨	ɕjᴀ²¹²i⁵³	21
119	Shanghai	rain	6	落雨	loʔ¹ɦy²³	22
# 
120	Meixian	snow	7	落雪	lok⁵sjet¹	23
121	Changsha	snow	7	落雪	lo²⁴sje²⁴	23
122	Guixian	snow	7	下雪	ɕja²¹³ɕjɛ²¹	23
123	Xiamen	snow	7	落雪	loʔ⁵seʔ³²	23
124	Hefei	snow	7	下雪	ɕja⁵³ɕɥɐʔ⁵	23
125	Jinan	snow	7	下雪	ɕja²¹ɕɥə²¹³	23
126	Jinan	snow	7	落雪	lwə²¹ɕɥə²¹³	23
127	Hangzhou	snow	7	落雪	loʔ²ɕjəʔ⁵	23
128	Guangzhou	snow	7	落雪	lɔk²syt³	23
129	Nanchang	snow	7	落雪	lɔʔ²ɕɥɵʔ⁵	23
130	Chengdu	snow	7	下雪	ɕja¹³ɕɥe³¹	23
131	Chengdu	snow	7	落雪	no³¹ɕɥe³¹	23
132	Taiyuan	snow	7	下雪	xa⁴⁵ɕɥəʔ²	23
133	Shexian	snow	7	落雪	lɔ²²ɕɥeʔ²¹	23
134	Beijing	snow	7	下雪	ɕja⁵¹ɕɥɛ²¹⁴	23
135	Kunming	snow	7	下雪	ɕjᴀ²¹²ɕjɛ³¹	23
136	Shanghai	snow	7	落雪	loʔ¹ɕjɪʔ⁵	23
# 
137	Meixian	hail	8	雹	pʰok⁵	24
138	Changsha	hail	8	冰雹	pin³³pʰaw⁵⁵	25
139	Guixian	hail	8	冰雹	pin⁵⁵pa	25
140	Guixian	hail	8	白雨	pɛ²¹i⁴²	24
141	Xiamen	hail	8	雹	pʰawʔ⁵	24
142	Hefei	hail	8	盐豆子	jɪ̃⁵⁵tɯ⁵³ʦə	26
143	Jinan	hail	8	雹子	pa⁴²ʦɿ	24
144	Jinan	hail	8	冷子	ləŋ⁵⁵ʦɿ	27
145	Hangzhou	hail	8	冰雹	pin³³bɔ²¹³	25
146	Guangzhou	hail	8	雹	pɔk²	24
147	Guangzhou	hail	8	雪珠	syt³ʦy⁵⁵	28
148	Nanchang	hail	8	雹子	pʰɔʔ²ʦɿ⁰²	24
149	Chengdu	hail	8	冰雹子	pin⁵⁵paw¹³ʦɿ⁵³	25
150	Chengdu	hail	8	冰弹子	pin⁵⁵tan¹³ʦɿ⁵³	27
151	Chengdu	hail	8	雪弹子	ɕɥe³¹tan¹³ʦɿ⁵³	26
152	Taiyuan	hail	8	冷弹子	ləŋ⁵³tæ̃⁴⁵ʦəʔ	27
153	Shexian	hail	8	冰雹	pjʌ̃³¹pʰɔ²²	25
154	Beijing	hail	8	雹子	pɑw³⁵ʦɿ³	24
155	Kunming	hail	8	冰雹	pĩ⁴⁴pɔ²¹²	25
156	Kunming	hail	8	雪弹子	ɕjɛ³¹tᴀ̃²¹²ʦɿ	26
157	Kunming	hail	8	雪薄子	ɕjɛ³¹po³¹ʦɿ⁵³	26
158	Shanghai	hail	8	冰雹	piŋ⁵³bɔ³	25
# 
159	Meixian	freeze	9	结冰	kjat¹pen⁴⁴	29
160	Changsha	freeze	9	下凌	ɕja¹¹lin¹¹	29
161	Changsha	freeze	9	构凌	kəw⁵⁵lin¹¹	32
162	Guixian	freeze	9	结冰	ʨjɛ²¹pin	29
163	Guixian	freeze	9	起凌冰	ʨʰi⁴²lin²¹³pin⁵⁵	29
164	Xiamen	freeze	9	结冰	kjat³²piŋ⁵⁵	29
165	Xiamen	freeze	9	坚冰	kjan⁵⁵piŋ⁵⁵	29
166	Hefei	freeze	9	结冰	ʨiʔ⁵pin²¹	29
167	Jinan	freeze	9	冻冻	tuŋ²¹³tuŋ	30
168	Hangzhou	freeze	9	结冰	ʨjəʔ⁵pin³³	29
169	Guangzhou	freeze	9	结冰	kit³peŋ⁵⁵	29
170	Nanchang	freeze	9	结冰	ʨjɛʔ⁵pin⁴²	29
171	Nanchang	freeze	9	凌到了	lɛn²¹tɑw⁰²ljɛwiɛu⁰²	33
172	Chengdu	freeze	9	结冰	ʨje³¹pin⁵⁵	29
173	Taiyuan	freeze	9	冻冰	twəŋ⁴⁵pjəŋ¹¹	31
174	Shexian	freeze	9	冻冰	tʌ̃³²⁴pjʌ̃³¹	31
175	Beijing	freeze	9	结冰	ʨjɛ⁵⁵piŋ⁵⁵	29
176	Kunming	freeze	9	结冰	ʨjɛ³¹pĩ⁴⁴	29
177	Shanghai	freeze	9	结冰	ʨjɪʔ⁵piŋ⁵³	29
# 
178	Meixian	blow	10	起风	hi³¹fuŋ⁴⁴	34
179	Changsha	blow	10	起风	ʨʰi⁴¹xoŋ³³	34
180	Changsha	blow	10	发风	fa²⁴xoŋ³³	35
181	Guixian	blow	10	吹风	ʦʰwejuei⁵⁵foŋ⁵⁵	34
182	Xiamen	blow	10	起风	kʰi⁵³hɔŋ⁵⁵	34
183	Hefei	blow	10	起风	ʦʰɿ²⁴fəŋ²¹	34
184	Jinan	blow	10	刮风	kwa²¹³fəŋ²¹³	34
185	Hangzhou	blow	10	起风	ʨʰi⁵³foŋ³³	34
186	Hangzhou	blow	10	刮风	kwɑʔ⁵foŋ³³	34
187	Guangzhou	blow	10	翻风	fan⁵³foŋ⁵³	34
188	Guangzhou	blow	10	打风刮台风	ta³⁵foŋ⁵³	34
189	Nanchang	blow	10	起风	ʨʰi²¹³fuŋ⁴²	34
190	Chengdu	blow	10	刮风	kwa³¹foŋ⁵⁵	34
191	Chengdu	blow	10	起风	ʨʰi⁵³foŋ⁵⁵	34
192	Chengdu	blow	10	吹风	ʦʰwejuei⁵⁵foŋ⁵⁵	34
193	Taiyuan	blow	10	刮风	kwaʔ²fəŋ¹¹	34
194	Shexian	blow	10	起风	ʨʰi³⁵fʌ̃³¹	34
195	Shexian	blow	10	发风	fa²¹fʌ̃³¹	34
196	Beijing	blow	10	刮风	kwa⁵⁵fəŋ⁵⁵	34
197	Kunming	blow	10	刮风	kwᴀ³¹foŋ⁴⁴	34
198	Kunming	blow	10	起风	ʨʰi⁵³foŋ⁴⁴	34
199	Shanghai	blow	10	起风	ʨʰi³⁵foŋ⁵³	34
200	Shanghai	blow	10	刮风	kwaʔ⁵foŋ⁵³	34
# 
201	Meixian	rainbow	11	天弓	tʰjen⁴⁴kjuŋ⁴⁴	40
202	Changsha	rainbow	11	虹	kan⁵⁵	37
203	Guixian	rainbow	11	虹	kaŋ²¹³	37
204	Xiamen	rainbow	11	虹	kʰiŋ²²	37
205	Hefei	rainbow	11	虹	ʨjɑ̃⁵³	36
206	Jinan	rainbow	11	虹	ʨjaŋ²¹	36
207	Hangzhou	rainbow	11	鱟	hej⁴⁴⁵	39
208	Guangzhou	rainbow	11	虹	hoŋ²¹	38
209	Nanchang	rainbow	11	虹	kɔŋ⁴⁵	37
210	Chengdu	rainbow	11	虹	xoŋ³¹	38
211	Chengdu	rainbow	11	彩虹	ʦʰaj⁵³xoŋ³¹	41
212	Chengdu	rainbow	11	天桥	tʰjan⁵⁵ʨʰjawiau³¹	40
213	Taiyuan	rainbow	11	虹	ʨjɒ̃⁵³	36
214	Shexian	rainbow	11	虹	ka³²⁴	37
215	Shexian	rainbow	11	彩虹	ʦʰɛ³⁵ka³²⁴	42
216	Beijing	rainbow	11	虹	ʨjɑŋ⁵¹	36
217	Kunming	rainbow	11	虹	kᴀ̃²¹²	37
218	Shanghai	rainbow	11	鲎	hɤ³⁵	39
219	Shanghai	rainbow	11	彩虹	ʦʰe³⁵ɦoŋ¹³	41
# 
220	Meixian	this year	15	今年	kin⁴⁴ŋjan¹¹	43
221	Changsha	this year	15	今年	ʨin³³ȵjẽ¹³	43
222	Guixian	this year	15	今年	ʨin⁵⁵ljan²¹	43
223	Guixian	this year	15	真年	ʦen⁵⁵ljan²¹	43
224	Xiamen	this year	15	今年	kin⁵⁵ni³⁵	43
225	Hefei	this year	15	今年	ʨin²¹ljɪ̃⁵⁵	43
226	Jinan	this year	15	今年	ʨjẽ²¹³jã⁴²	44
227	Hangzhou	this year	15	根年	ken³³ȵjᴇ̃²¹³	43
228	Guangzhou	this year	15	今年	kɐm⁵³nin²¹	43
229	Nanchang	this year	15	今年	ʨin⁴²ȵjɛn⁰²	43
230	Chengdu	this year	15	今年	ʨin⁵⁵ȵjan³¹	43
231	Taiyuan	this year	15	今年	ʨjəŋ¹¹nje¹¹	43
232	Shexian	this year	15	根年	kʌ̃³¹ne⁴⁴	43
233	Beijing	this year	15	今年个	ʨin⁵⁵njan³⁵kə³	43
234	Kunming	this year	15	今年	ʨĩ⁴⁴njɛ̃³¹	43
235	Shanghai	this year	15	今年	ʨiŋ⁵³ȵi¹³	43
# 
236	Meixian	today	20	今日	kim⁴⁴ŋit¹	47
237	Changsha	today	20	今朝	ʨin³³t͡ʂaw³³	46
238	Changsha	today	20	今日	ʨin³³ʐʅ²⁴	46
239	Guixian	today	20	今天	ʨin⁵⁵tʰjan⁵⁵	46
240	Guixian	today	20	真天	ʦen⁵⁵tʰjan⁵⁵	46
241	Xiamen	today	20	今仔日	kin⁵⁵na⁵³lit⁵	47
242	Hefei	today	20	皆个	ʨi²¹kə	45
243	Jinan	today	20	今天	ʨjẽ²¹³tʰjã²¹³	46
244	Jinan	today	20	今们儿	ʨi²¹³mer	48
245	Hangzhou	today	20	根朝	ken³³ʦɔ³³	46
246	Guangzhou	today	20	今日	kɐm⁵³jɐt²	47
247	Nanchang	today	20	今日	ʨin⁴²ȵiʔ⁰²	47
248	Chengdu	today	20	今天	ʨin⁵⁵tʰjan⁵⁵	46
249	Taiyuan	today	20	今日	ʨjəŋ¹¹zəŋ²	46
250	Taiyuan	today	20	今天	ʨjəŋ¹¹tʰje¹¹	46
251	Shexian	today	20	昨日	ʦʰo²²ni²²	47
252	Shexian	today	20	昨朝	ʦʰo²²ʨjɔ³¹	46
253	Beijing	today	20	今儿个	ʨjər⁵⁵kə²	45
254	Kunming	today	20	今儿日	ʨjə⁴⁴ʐʅ³¹	46
255	Shanghai	today	20	今朝	ʨiŋ⁵³ʦɔ⁵³	46
# 
256	Meixian	wheat	22	麦儿	mak⁵e	49
257	Changsha	wheat	22	麦子	mə²⁴ʦɿ	49
258	Guixian	wheat	22	麦子	mɛ²¹ʦɿ⁴²	49
259	Xiamen	wheat	22	麦仔	beʔ⁵ja⁵³	51
260	Xiamen	wheat	22	麦	beʔ⁵	51
261	Hefei	wheat	22	麦子	mɐʔ⁵ʦə	49
262	Jinan	wheat	22	麦子	mej²¹ʦɿ	49
263	Hangzhou	wheat	22	麦子	mɑʔ²ʦɿ⁵³	49
264	Guangzhou	wheat	22	麦	mɐk²	49
265	Nanchang	wheat	22	麦子	mɑʔ²ʦɿ⁰²	49
266	Chengdu	wheat	22	麦子	me³¹ʦɿ⁵³	49
267	Taiyuan	wheat	22	麦子	mjəʔ²ʦəʔ	49
268	Shexian	wheat	22	小麦	sjɔ³⁵mɛ²²	50
269	Shexian	wheat	22	麦	mɛ²²	49
270	Beijing	wheat	22	麦子	maj⁵¹ʦɿ¹	49
271	Kunming	wheat	22	麦子	mə³¹ʦɿ⁵³	49
272	Shanghai	wheat	22	麦子	maʔ¹ʦɿ³⁵	49
# 
273	Meixian	sunflower	24	向日葵	hjoŋ⁵³ŋit¹kʰwi¹¹	53
274	Changsha	sunflower	24	葵花	kwejuei¹³fa³³	54
275	Guixian	sunflower	24	葵花	kʰwejuei²¹xwa⁵⁵	54
276	Xiamen	sunflower	24	向日葵	hjɔŋ²¹lit⁵kʰwi	53
277	Xiamen	sunflower	24	向阳花	hjɔŋ²¹jɔŋ³⁵hwe⁵⁵	58
278	Hefei	sunflower	24	葵花	kʰwe⁵⁵xwa²¹	54
279	Jinan	sunflower	24	朝阳花	t͡ʂʰaŋ⁴²jaŋxwa²¹³	55
280	Hangzhou	sunflower	24	葵花	gwi²¹³hwɑ³³	54
281	Hangzhou	sunflower	24	向日葵	ɕjɑŋ⁴⁴⁵zʔ²gwi²¹³	53
282	Guangzhou	sunflower	24	向日葵	hœŋ³³jɐt²kʰwɐj²¹	53
283	Guangzhou	sunflower	24	葵花	kʰwɐj²¹fa⁵⁵	54
284	Nanchang	sunflower	24	葵花	kʰwi²⁴fɑ⁴²	54
285	Chengdu	sunflower	24	向日葵	ɕjaŋ¹³zɿ³¹kʰwejuei³¹	53
286	Chengdu	sunflower	24	向儿葵	ɕjaŋ¹³ər³¹kʰwejuei³¹	53
287	Chengdu	sunflower	24	葵花	kʰwejuei³¹xwa⁵⁵	54
288	Taiyuan	sunflower	24	葵花	kʰwejuei¹¹xwa¹¹	54
289	Shexian	sunflower	24	葵花莲	kʰwe⁴⁴xwa³¹le⁴⁴	54
290	Shexian	sunflower	24	丝瓜莲	s³¹kwa³¹le⁴⁴	57
291	Beijing	sunflower	24	转日莲	t͡ʂwan⁵¹ʐʅ¹ljan³⁵	52
292	Beijing	sunflower	24	向日葵	ɕjaŋ⁵¹ʐʅ¹kʰwejuei³⁵	53
293	Beijing	sunflower	24	葵花	kʰwejuei³⁵xwa⁵⁵	54
294	Kunming	sunflower	24	朝阳饼	t͡ʂʰ³¹jᴀ̃³¹pĩ⁵³	56
295	Shanghai	sunflower	24	向日葵	ɕjã³⁵zəʔ¹²gwe¹³	53
296	Shanghai	sunflower	24	葵花	gwe¹³ho⁵³	54
# 
297	Meixian	spinach	25	角菜儿	kok¹ʦʰoj⁵³je	60
298	Changsha	spinach	25	菠菜	po³³ʦʰaj⁵⁵	59
299	Guixian	spinach	25	菠菜	po⁵⁵ʦʰaj²¹³	59
300	Xiamen	spinach	25	菠菱菜	pe⁵⁵liŋ³⁵ʦʰaj²¹	59
301	Hefei	spinach	25	菠菜	pu²¹ʦʰᴇ⁵³	59
302	Jinan	spinach	25	菠菜	pə²¹³ʦʰɛ	59
303	Hangzhou	spinach	25	菠菜	po³³ʦʰᴇ⁴⁴⁵	59
304	Guangzhou	spinach	25	菠菜	pɔ⁵³ʦʰɔj³³	59
305	Nanchang	spinach	25	菠菜	po⁴²ʦʰaj⁰²	59
306	Chengdu	spinach	25	菠菜	po⁵⁵ʦʰaj¹³	59
307	Taiyuan	spinach	25	青菜	ʨʰi¹¹ʦʰaj⁴⁵	60
308	Taiyuan	spinach	25	菠菜	pɤ¹¹ʦʰaj⁴⁵	59
309	Shexian	spinach	25	菠菜	po³¹ʦʰɛ³²⁴	59
310	Beijing	spinach	25	菠菜	po³⁵ʦʰaj⁵¹	59
311	Kunming	spinach	25	菠菜	po⁴⁴ʦʰæ²¹²	59
312	Shanghai	spinach	25	菠菜	pu⁵³ʦʰe³⁵	59
# 
313	Meixian	cabbage	26	包菜	paw⁴⁴ʦʰoj⁵³	62
314	Changsha	cabbage	26	包菜	paw³³ʦʰaj⁵⁵	62
315	Guixian	cabbage	26	裹心白	ko⁴²ɕin⁵⁵pɛ²¹	63
316	Xiamen	cabbage	26	高丽菜	ko⁵⁵le³⁵ʦʰaj²¹	65
317	Hefei	cabbage	26	包头菜	pu²¹tʰɯ⁵⁵ʦʰᴇ⁵³	65
318	Jinan	cabbage	26	卷心菜	ʨɥã⁵⁵ɕjẽ²¹³ʦʰɛ²¹	63
319	Jinan	cabbage	26	洋白菜	jaŋ⁴²pej⁴²ʦʰɛ	61
320	Jinan	cabbage	26	圆白菜	ɥã⁴²pej⁴²ʦʰɛ²¹	61
321	Hangzhou	cabbage	26	包心菜	pɔ³³ɕin³³ʦʰᴇ⁴⁴⁵	63
322	Guangzhou	cabbage	26	椰菜	jɛ²¹ʦʰɔj³³	64
323	Nanchang	cabbage	26	包菜	pɑw⁴²ʦʰaj⁰²	62
324	Chengdu	cabbage	26	卷心白	ʨɥan⁵³ɕin⁵⁵pe³¹	63
325	Chengdu	cabbage	26	莲花白	njan³¹xwa⁵⁵pe³¹	66
326	Taiyuan	cabbage	26	茴子白	xwejuei¹¹ʦəʔpaj¹¹	67
327	Shexian	cabbage	26	甘蓝菜	kɛ³¹lɛ⁴⁴ʦʰɛ³²⁴	65
328	Beijing	cabbage	26	洋白菜	jɑŋ³⁵paj³⁵ʦʰaj⁵¹	61
329	Kunming	cabbage	26	莲花白	ljɛ̃³¹xwᴀ⁴⁴pə³¹	66
330	Shanghai	cabbage	26	卷心菜	ʨɥø³⁵ɕiŋ⁵³ʦʰe³⁵	63
# 
331	Meixian	sweet potato	29	番薯	fan⁴⁴su¹¹	70
332	Changsha	sweet potato	29	红薯	xoŋ¹³ɕy¹¹	69
333	Guixian	sweet potato	29	饭薯	fan²¹³su²¹	70
334	Guixian	sweet potato	29	白苕	pɛ²¹sa²¹	68
335	Xiamen	sweet potato	29	番藷	han⁵⁵ʦu³⁵	74
336	Hefei	sweet potato	29	芋头	zy⁵³tʰɯ	71
337	Jinan	sweet potato	29	地瓜	ti²¹kwa²¹³	72
338	Hangzhou	sweet potato	29	番薯	fᴇ̃³³ʣy¹³	70
339	Guangzhou	sweet potato	29	番薯	fan⁵³sy²¹	70
340	Nanchang	sweet potato	29	萝卜薯	lo⁴⁵pʰo⁰⁴ɕy⁴⁵	73
341	Nanchang	sweet potato	29	红薯	fuŋ⁴⁵ɕy⁴⁵	70
342	Chengdu	sweet potato	29	红苕	xoŋ³¹saw³¹	69
343	Taiyuan	sweet potato	29	红薯	xwəŋ¹¹su⁵³	70
344	Shexian	sweet potato	29	山芋	sa³¹y²²	71
345	Beijing	sweet potato	29	白薯	paj³⁵ʂu²¹⁴	68
346	Kunming	sweet potato	29	白薯	pə³¹t͡ʂʰu⁵³	68
347	Shanghai	sweet potato	29	山芋	se⁵³ɦy¹³	71
# 
348	Meixian	pig	32	猪儿	ʦu⁴⁴ve	75
349	Changsha	pig	32	猪	ʨy³³	75
350	Guixian	pig	32	猪	ʦu⁵⁵	75
351	Xiamen	pig	32	猪	ti⁵⁵	75
352	Hefei	pig	32	猪	t͡ʂu²¹	75
353	Jinan	pig	32	猪	t͡ʂu²¹³	75
354	Hangzhou	pig	32	猪	ʦy³³	75
355	Hangzhou	pig	32	肉猪	zoʔ²ʦy³³	77
356	Guangzhou	pig	32	猪	ʦy⁵⁵	75
357	Nanchang	pig	32	猪	ʨy⁴²	75
358	Chengdu	pig	32	猪	ʦu⁵⁵	75
359	Taiyuan	pig	32	猪	ʦu¹¹	75
360	Shexian	pig	32	猪	ʨy³¹	75
361	Beijing	pig	32	猪	t͡ʂu⁵⁵	75
362	Kunming	pig	32	猪	t͡ʂu⁴⁴	75
363	Shanghai	pig	32	猪猡	ʦɿ⁵³lu¹³	76
# 
364	Meixian	rooster	35	鸡公	ke⁴⁴kuŋ⁴⁴	79
365	Changsha	rooster	35	叫鸡公	ʨjawiau⁵⁵ʨi³³koŋ³³	78
366	Guixian	rooster	35	公鸡	koŋ⁵⁵ʨi⁵⁵	80
367	Xiamen	rooster	35	鸡角	kwe⁵⁵kak³²	81
368	Hefei	rooster	35	公鸡	kəŋ²¹ʦɿ²¹	80
369	Jinan	rooster	35	公鸡	kuŋ²¹³ʨi	80
370	Hangzhou	rooster	35	雄鸡	ɦjoŋ²¹³ʨi³³	80
371	Hangzhou	rooster	35	童子鸡	doŋ²¹³ʦɿ⁵³ʨi³³	80
372	Guangzhou	rooster	35	鸡公	kɐj⁵⁵koŋ⁵⁵	79
373	Guangzhou	rooster	35	生鸡	saŋ⁵⁵kɐj⁵⁵	80
