# SIN
ID	Languages	Gloss	GlossId	Ortho	IPA	CogID
37	Jinan	moon	2	月亮	ɥə²¹ljaŋ	9
38	Hangzhou	moon	2	月亮	ɦɥəʔ²ljɑŋ¹³	9
39	Guangzhou	moon	2	月光	jyt²kwɔŋ⁵⁵	10
40	Guangzhou	moon	2	月亮	jyt²lœŋ²²	14
41	Nanchang	moon	2	月光	ȵɥɵʔ²kwɔŋ⁴²	10
42	Chengdu	moon	2	月亮	ɥe³¹njaŋ¹³	9
43	Taiyuan	moon	2	月明	ɥəʔ²mi⁴⁵	12
44	Taiyuan	moon	2	月亮	ɥəʔ²ljɒ̃⁴⁵	9
45	Shexian	moon	2	月亮	we²²lja²²	11
46	Beijing	moon	2	月亮	ɥɛ⁵¹ljɑŋ¹	9
47	Kunming	moon	2	月亮	jɛ³¹ljᴀ̃²¹²	9
48	Kunming	moon	2	太阴	tʰæ²¹²ĩ⁴⁴	15
49	Shanghai	moon	2	月亮	ɦɥɪʔ¹ljã¹³	9
50	Shanghai	moon	2	月光	ɦɥɪʔ¹kwɑ̃⁵³	10
# 
51	Meixian	star	3	星儿	sen⁴⁴ne	16
52	Changsha	star	3	星子	sin³³ʦɿ	16
53	Guixian	star	3	星宿	ɕin⁵⁵ɕju²¹³	16
54	Xiamen	star	3	星	ʦʰĩ⁵⁵	19
55	Hefei	star	3	星	ɕin²¹	16
56	Jinan	star	3	星	ɕiŋ²¹³	16
57	Hangzhou	star	3	星	ɕin³³	16
58	Guangzhou	star	3	星	seŋ⁵⁵	16
59	Nanchang	star	3	星子	sjɑŋ⁴²ʦɿ⁰²	16
60	Chengdu	star	3	星星儿	ɕin⁵⁵ɕir⁵⁵	16
61	Taiyuan	star	3	星宿	ɕi¹¹ɕjəwiəu⁴⁵	17
62	Shexian	star	3	天星	tʰe³¹sjʌ̃³¹	18
63	Beijing	star	3	星星	ɕiŋ⁵⁵ɕiŋ²	16
64	Kunming	star	3	星宿	ɕĩ⁴⁴ɕjəwiəu²¹²	17
65	Shanghai	star	3	星	ɕiŋ⁵³	16
# 
66	Meixian	thunder	4	响雷公	hjoŋ³¹lwi¹¹kuŋ⁴⁴	22
67	Changsha	thunder	4	打雷	ta⁴¹lej¹³	20
68	Guixian	thunder	4	打雷	ta⁴²lwejuei²¹	21
69	Guixian	thunder	4	吼雷	xəw⁴²lwejuei²¹	21
70	Xiamen	thunder	4	陈雷	tan³⁵lwi	20
71	Hefei	thunder	4	打雷	ta²⁴le⁵⁵	20
72	Jinan	thunder	4	打雷	ta⁵⁵lwejuei⁴²	21
73	Hangzhou	thunder	4	打雷	tɑ⁵³lej²¹³	20
74	Guangzhou	thunder	4	行雷	haŋ²¹løɥ²¹	22
75	Nanchang	thunder	4	恨雷	hɛn²¹lwi⁴⁵	22
76	Nanchang	thunder	4	打雷	tɑ²¹³lwi⁴⁵	20
77	Chengdu	thunder	4	打雷	ta⁵³nwejuei³¹	21
78	Chengdu	thunder	4	响雷	ɕjaŋ⁵³nwejuei³¹	26
79	Taiyuan	thunder	4	响忽雷	xjɒ̃⁵³xwəʔ²lwejuei¹¹	25
80	Shexian	thunder	4	打霹雳	ta³⁵pʰɛ²¹lɛ	24
81	Shexian	thunder	4	打天雷	ta³⁵tʰe³¹lɛ⁴⁴	24
82	Beijing	thunder	4	打雷	ta²¹⁴lej³⁵	20
83	Kunming	thunder	4	升雷	ʂə̃⁴⁴lwejuei³¹	21
84	Shanghai	thunder	4	雷响	le¹³ɕjã³⁴	23
85	Shanghai	thunder	4	打雷	tã³⁵le²³	20
# 
86	Changsha	lightning	5	扯闪	t͡ʂʰʅ⁴¹ʂə̃⁴¹	28
87	Guixian	lightning	5	火闪	xo⁴²san⁴²	29
88	Guixian	lightning	5	扯火闪	ʦʰej⁴²xo⁴²san⁴²	29
89	Hefei	lightning	5	打闪	ta²⁴ʂən²⁴	28
90	Jinan	lightning	5	打闪	ta⁵⁵ʂã⁵⁵	28
91	Hangzhou	lightning	5	霍闪	hwoʔ⁵sɥõ⁵³	30
92	Guangzhou	lightning	5	闪电	sim³⁵tin²²	27
93	Guangzhou	lightning	5	摄电	sip³tin²²	27
94	Nanchang	lightning	5	打霍闪	tɑ²¹³fɔʔ⁵sɛn⁰²	31
95	Chengdu	lightning	5	火闪	xo⁵³san⁵³	29
96	Taiyuan	lightning	5	打闪	ta⁵³sæ̃⁵³	28
97	Shexian	lightning	5	打热闪	ta³⁵ne²²ɕɥe³²⁴	32
98	Shexian	lightning	5	扯热闪	ʨʰja³⁵ne²²ɕɥe³²⁴	32
99	Beijing	lightning	5	闪电	ʂan²¹⁴tjan⁵¹	27
100	Kunming	lightning	5	扯闪	t͡ʂʰə⁵³ʂᴀ̃⁵³	28
101	Shanghai	lightning	5	霍险	hoʔ⁵ɕi³⁵	30
102	Shanghai	lightning	5	闪电	sø³⁵di¹³	33
# 
103	Meixian	rain	6	落雨	lok⁵i³¹	35
104	Changsha	rain	6	落雨	lo²⁴y⁴¹	35
105	Guixian	rain	6	下雨	ɕja²¹³i⁴²	34
106	Guixian	rain	6	落雨	lo²¹i⁴²	35
107	Xiamen	rain	6	落雨	loʔ⁵hɔ²²	36
108	Hefei	rain	6	下雨	ɕja⁵³zy²⁴	34
109	Jinan	rain	6	下雨	ɕja²¹y⁵⁵	34
110	Hangzhou	rain	6	落雨	loʔ²y⁵³	36
111	Guangzhou	rain	6	落雨	lɔk²jy²³	35
112	Nanchang	rain	6	落雨	lɔʔ²y²¹³	36
113	Chengdu	rain	6	下雨	ɕja¹³y⁵³	34
114	Chengdu	rain	6	落雨	no³¹y⁵³	38
115	Taiyuan	rain	6	下雨	xa⁴⁵y⁵³	37
116	Shexian	rain	6	落雨	lɔ²²y³⁵	35
117	Beijing	rain	6	下雨	ɕja⁵¹y²¹⁴	34
118	Kunming	rain	6	下雨	ɕjᴀ²¹²i⁵³	34
119	Shanghai	rain	6	落雨	loʔ¹ɦy²³	36
# 
120	Meixian	snow	7	落雪	lok⁵sjet¹	41
121	Changsha	snow	7	落雪	lo²⁴sje²⁴	40
122	Guixian	snow	7	下雪	ɕja²¹³ɕjɛ²¹	39
123	Xiamen	snow	7	落雪	loʔ⁵seʔ³²	40
124	Hefei	snow	7	下雪	ɕja⁵³ɕɥɐʔ⁵	39
125	Jinan	snow	7	下雪	ɕja²¹ɕɥə²¹³	39
126	Jinan	snow	7	落雪	lwə²¹ɕɥə²¹³	40
127	Hangzhou	snow	7	落雪	loʔ²ɕjəʔ⁵	40
128	Guangzhou	snow	7	落雪	lɔk²syt³	41
129	Nanchang	snow	7	落雪	lɔʔ²ɕɥɵʔ⁵	40
130	Chengdu	snow	7	下雪	ɕja¹³ɕɥe³¹	39
131	Chengdu	snow	7	落雪	no³¹ɕɥe³¹	40
132	Taiyuan	snow	7	下雪	xa⁴⁵ɕɥəʔ²	39
133	Shexian	snow	7	落雪	lɔ²²ɕɥeʔ²¹	40
134	Beijing	snow	7	下雪	ɕja⁵¹ɕɥɛ²¹⁴	39
135	Kunming	snow	7	下雪	ɕjᴀ²¹²ɕjɛ³¹	39
136	Shanghai	snow	7	落雪	loʔ¹ɕjɪʔ⁵	40
# 
137	Meixian	hail	8	雹	pʰok⁵	44
138	Changsha	hail	8	冰雹	pin³³pʰaw⁵⁵	43
139	Guixian	hail	8	冰雹	pin⁵⁵pa	43
140	Guixian	hail	8	白雨	pɛ²¹i⁴²	51
141	Xiamen	hail	8	雹	pʰawʔ⁵	48
142	Hefei	hail	8	盐豆子	jɪ̃⁵⁵tɯ⁵³ʦə	45
143	Jinan	hail	8	雹子	pa⁴²ʦɿ	42
144	Jinan	hail	8	冷子	ləŋ⁵⁵ʦɿ	47
145	Hangzhou	hail	8	冰雹	pin³³bɔ²¹³	43
146	Guangzhou	hail	8	雹	pɔk²	44
147	Guangzhou	hail	8	雪珠	syt³ʦy⁵⁵	50
148	Nanchang	hail	8	雹子	pʰɔʔ²ʦɿ⁰²	42
149	Chengdu	hail	8	冰雹子	pin⁵⁵paw¹³ʦɿ⁵³	43
150	Chengdu	hail	8	冰弹子	pin⁵⁵tan¹³ʦɿ⁵³	49
151	Chengdu	hail	8	雪弹子	ɕɥe³¹tan¹³ʦɿ⁵³	45
152	Taiyuan	hail	8	冷弹子	ləŋ⁵³tæ̃⁴⁵ʦəʔ	47
153	Shexian	hail	8	冰雹	pjʌ̃³¹pʰɔ²²	46
154	Beijing	hail	8	雹子	pɑw³⁵ʦɿ³	42
155	Kunming	hail	8	冰雹	pĩ⁴⁴pɔ²¹²	43
156	Kunming	hail	8	雪弹子	ɕjɛ³¹tᴀ̃²¹²ʦɿ	45
157	Kunming	hail	8	雪薄子	ɕjɛ³¹po³¹ʦɿ⁵³	45
158	Shanghai	hail	8	冰雹	piŋ⁵³bɔ³	43
# 
159	Meixian	freeze	9	结冰	kjat¹pen⁴⁴	52
160	Changsha	freeze	9	下凌	ɕja¹¹lin¹¹	53
161	Changsha	freeze	9	构凌	kəw⁵⁵lin¹¹	56
162	Guixian	freeze	9	结冰	ʨjɛ²¹pin	52
163	Guixian	freeze	9	起凌冰	ʨʰi⁴²lin²¹³pin⁵⁵	57
164	Xiamen	freeze	9	结冰	kjat³²piŋ⁵⁵	52
165	Xiamen	freeze	9	坚冰	kjan⁵⁵piŋ⁵⁵	52
166	Hefei	freeze	9	结冰	ʨiʔ⁵pin²¹	52
167	Jinan	freeze	9	冻冻	tuŋ²¹³tuŋ	54
168	Hangzhou	freeze	9	结冰	ʨjəʔ⁵pin³³	52
169	Guangzhou	freeze	9	结冰	kit³peŋ⁵⁵	52
170	Nanchang	freeze	9	结冰	ʨjɛʔ⁵pin⁴²	52
171	Nanchang	freeze	9	凌到了	lɛn²¹tɑw⁰²ljɛwiɛu⁰²	58
172	Chengdu	freeze	9	结冰	ʨje³¹pin⁵⁵	52
173	Taiyuan	freeze	9	冻冰	twəŋ⁴⁵pjəŋ¹¹	55
174	Shexian	freeze	9	冻冰	tʌ̃³²⁴pjʌ̃³¹	55
175	Beijing	freeze	9	结冰	ʨjɛ⁵⁵piŋ⁵⁵	52
176	Kunming	freeze	9	结冰	ʨjɛ³¹pĩ⁴⁴	52
177	Shanghai	freeze	9	结冰	ʨjɪʔ⁵piŋ⁵³	52
# 
178	Meixian	blow	10	起风	hi³¹fuŋ⁴⁴	61
179	Changsha	blow	10	起风	ʨʰi⁴¹xoŋ³³	59
180	Changsha	blow	10	发风	fa²⁴xoŋ³³	59
181	Guixian	blow	10	吹风	ʦʰwejuei⁵⁵foŋ⁵⁵	61
182	Xiamen	blow	10	起风	kʰi⁵³hɔŋ⁵⁵	59
183	Hefei	blow	10	起风	ʦʰɿ²⁴fəŋ²¹	61
184	Jinan	blow	10	刮风	kwa²¹³fəŋ²¹³	61
185	Hangzhou	blow	10	起风	ʨʰi⁵³foŋ³³	61
186	Hangzhou	blow	10	刮风	kwɑʔ⁵foŋ³³	61
187	Guangzhou	blow	10	翻风	fan⁵³foŋ⁵³	60
188	Guangzhou	blow	10	打风刮台风	ta³⁵foŋ⁵³	61
189	Nanchang	blow	10	起风	ʨʰi²¹³fuŋ⁴²	61
190	Chengdu	blow	10	刮风	kwa³¹foŋ⁵⁵	61
191	Chengdu	blow	10	起风	ʨʰi⁵³foŋ⁵⁵	61
192	Chengdu	blow	10	吹风	ʦʰwejuei⁵⁵foŋ⁵⁵	61
193	Taiyuan	blow	10	刮风	kwaʔ²fəŋ¹¹	61
194	Shexian	blow	10	起风	ʨʰi³⁵fʌ̃³¹	61
195	Shexian	blow	10	发风	fa²¹fʌ̃³¹	60
196	Beijing	blow	10	刮风	kwa⁵⁵fəŋ⁵⁵	61
197	Kunming	blow	10	刮风	kwᴀ³¹foŋ⁴⁴	61
198	Kunming	blow	10	起风	ʨʰi⁵³foŋ⁴⁴	61
199	Shanghai	blow	10	起风	ʨʰi³⁵foŋ⁵³	61
200	Shanghai	blow	10	刮风	kwaʔ⁵foŋ⁵³	61
# 
201	Meixian	rainbow	11	天弓	tʰjen⁴⁴kjuŋ⁴⁴	66
202	Changsha	rainbow	11	虹	kan⁵⁵	63
203	Guixian	rainbow	11	虹	kaŋ²¹³	63
204	Xiamen	rainbow	11	虹	kʰiŋ²²	63
205	Hefei	rainbow	11	虹	ʨjɑ̃⁵³	62
206	Jinan	rainbow	11	虹	ʨjaŋ²¹	62
207	Hangzhou	rainbow	11	鱟	hej⁴⁴⁵	65
208	Guangzhou	rainbow	11	虹	hoŋ²¹	64
209	Nanchang	rainbow	11	虹	kɔŋ⁴⁵	63
210	Chengdu	rainbow	11	虹	xoŋ³¹	63
211	Chengdu	rainbow	11	彩虹	ʦʰaj⁵³xoŋ³¹	67
212	Chengdu	rainbow	11	天桥	tʰjan⁵⁵ʨʰjawiau³¹	66
213	Taiyuan	rainbow	11	虹	ʨjɒ̃⁵³	62
214	Shexian	rainbow	11	虹	ka³²⁴	63
215	Shexian	rainbow	11	彩虹	ʦʰɛ³⁵ka³²⁴	68
216	Beijing	rainbow	11	虹	ʨjɑŋ⁵¹	62
217	Kunming	rainbow	11	虹	kᴀ̃²¹²	63
218	Shanghai	rainbow	11	鲎	hɤ³⁵	65
219	Shanghai	rainbow	11	彩虹	ʦʰe³⁵ɦoŋ¹³	67
# 
220	Meixian	this year	15	今年	kin⁴⁴ŋjan¹¹	70
221	Changsha	this year	15	今年	ʨin³³ȵjẽ¹³	70
222	Guixian	this year	15	今年	ʨin⁵⁵ljan²¹	70
223	Guixian	this year	15	真年	ʦen⁵⁵ljan²¹	70
224	Xiamen	this year	15	今年	kin⁵⁵ni³⁵	69
225	Hefei	this year	15	今年	ʨin²¹ljɪ̃⁵⁵	70
226	Jinan	this year	15	今年	ʨjẽ²¹³jã⁴²	71
227	Hangzhou	this year	15	根年	ken³³ȵjᴇ̃²¹³	70
228	Guangzhou	this year	15	今年	kɐm⁵³nin²¹	69
229	Nanchang	this year	15	今年	ʨin⁴²ȵjɛn⁰²	70
230	Chengdu	this year	15	今年	ʨin⁵⁵ȵjan³¹	70
231	Taiyuan	this year	15	今年	ʨjəŋ¹¹nje¹¹	70
232	Shexian	this year	15	根年	kʌ̃³¹ne⁴⁴	69
233	Beijing	this year	15	今年个	ʨin⁵⁵njan³⁵kə³	70
234	Kunming	this year	15	今年	ʨĩ⁴⁴njɛ̃³¹	70
235	Shanghai	this year	15	今年	ʨiŋ⁵³ȵi¹³	69
# 
236	Meixian	today	20	今日	kim⁴⁴ŋit¹	75
237	Changsha	today	20	今朝	ʨin³³t͡ʂaw³³	73
238	Changsha	today	20	今日	ʨin³³ʐʅ²⁴	73
239	Guixian	today	20	今天	ʨin⁵⁵tʰjan⁵⁵	74
240	Guixian	today	20	真天	ʦen⁵⁵tʰjan⁵⁵	74
241	Xiamen	today	20	今仔日	kin⁵⁵na⁵³lit⁵	78
242	Hefei	today	20	皆个	ʨi²¹kə	76
243	Jinan	today	20	今天	ʨjẽ²¹³tʰjã²¹³	74
244	Jinan	today	20	今们儿	ʨi²¹³mer	79
245	Hangzhou	today	20	根朝	ken³³ʦɔ³³	73
246	Guangzhou	today	20	今日	kɐm⁵³jɐt²	75
247	Nanchang	today	20	今日	ʨin⁴²ȵiʔ⁰²	77
248	Chengdu	today	20	今天	ʨin⁵⁵tʰjan⁵⁵	74
249	Taiyuan	today	20	今日	ʨjəŋ¹¹zəŋ²	72
250	Taiyuan	today	20	今天	ʨjəŋ¹¹tʰje¹¹	74
251	Shexian	today	20	昨日	ʦʰo²²ni²²	77
252	Shexian	today	20	昨朝	ʦʰo²²ʨjɔ³¹	74
253	Beijing	today	20	今儿个	ʨjər⁵⁵kə²	72
254	Kunming	today	20	今儿日	ʨjə⁴⁴ʐʅ³¹	72
255	Shanghai	today	20	今朝	ʨiŋ⁵³ʦɔ⁵³	73
# 
256	Meixian	wheat	22	麦儿	mak⁵e	81
257	Changsha	wheat	22	麦子	mə²⁴ʦɿ	80
258	Guixian	wheat	22	麦子	mɛ²¹ʦɿ⁴²	80
259	Xiamen	wheat	22	麦仔	beʔ⁵ja⁵³	83
260	Xiamen	wheat	22	麦	beʔ⁵	83
261	Hefei	wheat	22	麦子	mɐʔ⁵ʦə	80
262	Jinan	wheat	22	麦子	mej²¹ʦɿ	80
263	Hangzhou	wheat	22	麦子	mɑʔ²ʦɿ⁵³	80
264	Guangzhou	wheat	22	麦	mɐk²	81
265	Nanchang	wheat	22	麦子	mɑʔ²ʦɿ⁰²	80
266	Chengdu	wheat	22	麦子	me³¹ʦɿ⁵³	80
267	Taiyuan	wheat	22	麦子	mjəʔ²ʦəʔ	80
268	Shexian	wheat	22	小麦	sjɔ³⁵mɛ²²	82
269	Shexian	wheat	22	麦	mɛ²²	84
270	Beijing	wheat	22	麦子	maj⁵¹ʦɿ¹	80
271	Kunming	wheat	22	麦子	mə³¹ʦɿ⁵³	80
272	Shanghai	wheat	22	麦子	maʔ¹ʦɿ³⁵	80
# 
273	Meixian	sunflower	24	向日葵	hjoŋ⁵³ŋit¹kʰwi¹¹	88
274	Changsha	sunflower	24	葵花	kwejuei¹³fa³³	86
275	Guixian	sunflower	24	葵花	kʰwejuei²¹xwa⁵⁵	86
276	Xiamen	sunflower	24	向日葵	hjɔŋ²¹lit⁵kʰwi	88
277	Xiamen	sunflower	24	向阳花	hjɔŋ²¹jɔŋ³⁵hwe⁵⁵	92
278	Hefei	sunflower	24	葵花	kʰwe⁵⁵xwa²¹	86
279	Jinan	sunflower	24	朝阳花	t͡ʂʰaŋ⁴²jaŋxwa²¹³	89
280	Hangzhou	sunflower	24	葵花	gwi²¹³hwɑ³³	86
281	Hangzhou	sunflower	24	向日葵	ɕjɑŋ⁴⁴⁵zʔ²gwi²¹³	87
282	Guangzhou	sunflower	24	向日葵	hœŋ³³jɐt²kʰwɐj²¹	88
283	Guangzhou	sunflower	24	葵花	kʰwɐj²¹fa⁵⁵	86
284	Nanchang	sunflower	24	葵花	kʰwi²⁴fɑ⁴²	86
285	Chengdu	sunflower	24	向日葵	ɕjaŋ¹³zɿ³¹kʰwejuei³¹	87
286	Chengdu	sunflower	24	向儿葵	ɕjaŋ¹³ər³¹kʰwejuei³¹	87
287	Chengdu	sunflower	24	葵花	kʰwejuei³¹xwa⁵⁵	86
288	Taiyuan	sunflower	24	葵花	kʰwejuei¹¹xwa¹¹	86
289	Shexian	sunflower	24	葵花莲	kʰwe⁴⁴xwa³¹le⁴⁴	86
290	Shexian	sunflower	24	丝瓜莲	s³¹kwa³¹le⁴⁴	91
291	Beijing	sunflower	24	转日莲	t͡ʂwan⁵¹ʐʅ¹ljan³⁵	85
292	Beijing	sunflower	24	向日葵	ɕjaŋ⁵¹ʐʅ¹kʰwejuei³⁵	87
293	Beijing	sunflower	24	葵花	kʰwejuei³⁵xwa⁵⁵	86
294	Kunming	sunflower	24	朝阳饼	t͡ʂʰ³¹jᴀ̃³¹pĩ⁵³	90
295	Shanghai	sunflower	24	向日葵	ɕjã³⁵zəʔ¹²gwe¹³	87
296	Shanghai	sunflower	24	葵花	gwe¹³ho⁵³	86
# 
297	Meixian	spinach	25	角菜儿	kok¹ʦʰoj⁵³je	94
298	Changsha	spinach	25	菠菜	po³³ʦʰaj⁵⁵	93
299	Guixian	spinach	25	菠菜	po⁵⁵ʦʰaj²¹³	93
300	Xiamen	spinach	25	菠菱菜	pe⁵⁵liŋ³⁵ʦʰaj²¹	95
301	Hefei	spinach	25	菠菜	pu²¹ʦʰᴇ⁵³	93
302	Jinan	spinach	25	菠菜	pə²¹³ʦʰɛ	93
303	Hangzhou	spinach	25	菠菜	po³³ʦʰᴇ⁴⁴⁵	93
304	Guangzhou	spinach	25	菠菜	pɔ⁵³ʦʰɔj³³	93
305	Nanchang	spinach	25	菠菜	po⁴²ʦʰaj⁰²	93
306	Chengdu	spinach	25	菠菜	po⁵⁵ʦʰaj¹³	93
307	Taiyuan	spinach	25	青菜	ʨʰi¹¹ʦʰaj⁴⁵	93
308	Taiyuan	spinach	25	菠菜	pɤ¹¹ʦʰaj⁴⁵	93
309	Shexian	spinach	25	菠菜	po³¹ʦʰɛ³²⁴	93
310	Beijing	spinach	25	菠菜	po³⁵ʦʰaj⁵¹	93
311	Kunming	spinach	25	菠菜	po⁴⁴ʦʰæ²¹²	93
312	Shanghai	spinach	25	菠菜	pu⁵³ʦʰe³⁵	93
# 
313	Meixian	cabbage	26	包菜	paw⁴⁴ʦʰoj⁵³	97
314	Changsha	cabbage	26	包菜	paw³³ʦʰaj⁵⁵	97
315	Guixian	cabbage	26	裹心白	ko⁴²ɕin⁵⁵pɛ²¹	98
316	Xiamen	cabbage	26	高丽菜	ko⁵⁵le³⁵ʦʰaj²¹	103
317	Hefei	cabbage	26	包头菜	pu²¹tʰɯ⁵⁵ʦʰᴇ⁵³	100
318	Jinan	cabbage	26	卷心菜	ʨɥã⁵⁵ɕjẽ²¹³ʦʰɛ²¹	101
319	Jinan	cabbage	26	洋白菜	jaŋ⁴²pej⁴²ʦʰɛ	96
320	Jinan	cabbage	26	圆白菜	ɥã⁴²pej⁴²ʦʰɛ²¹	96
321	Hangzhou	cabbage	26	包心菜	pɔ³³ɕin³³ʦʰᴇ⁴⁴⁵	100
322	Guangzhou	cabbage	26	椰菜	jɛ²¹ʦʰɔj³³	99
323	Nanchang	cabbage	26	包菜	pɑw⁴²ʦʰaj⁰²	97
324	Chengdu	cabbage	26	卷心白	ʨɥan⁵³ɕin⁵⁵pe³¹	98
325	Chengdu	cabbage	26	莲花白	njan³¹xwa⁵⁵pe³¹	102
326	Taiyuan	cabbage	26	茴子白	xwejuei¹¹ʦəʔpaj¹¹	104
327	Shexian	cabbage	26	甘蓝菜	kɛ³¹lɛ⁴⁴ʦʰɛ³²⁴	103
328	Beijing	cabbage	26	洋白菜	jɑŋ³⁵paj³⁵ʦʰaj⁵¹	96
329	Kunming	cabbage	26	莲花白	ljɛ̃³¹xwᴀ⁴⁴pə³¹	102
330	Shanghai	cabbage	26	卷心菜	ʨɥø³⁵ɕiŋ⁵³ʦʰe³⁵	101
# 
331	Meixian	sweet potato	29	番薯	fan⁴⁴su¹¹	106
332	Changsha	sweet potato	29	红薯	xoŋ¹³ɕy¹¹	106
333	Guixian	sweet potato	29	饭薯	fan²¹³su²¹	106
334	Guixian	sweet potato	29	白苕	pɛ²¹sa²¹	105
335	Xiamen	sweet potato	29	番藷	han⁵⁵ʦu³⁵	106
336	Hefei	sweet potato	29	芋头	zy⁵³tʰɯ	107
337	Jinan	sweet potato	29	地瓜	ti²¹kwa²¹³	108
338	Hangzhou	sweet potato	29	番薯	fᴇ̃³³ʣy¹³	105
339	Guangzhou	sweet potato	29	番薯	fan⁵³sy²¹	106
340	Nanchang	sweet potato	29	萝卜薯	lo⁴⁵pʰo⁰⁴ɕy⁴⁵	109
341	Nanchang	sweet potato	29	红薯	fuŋ⁴⁵ɕy⁴⁵	106
342	Chengdu	sweet potato	29	红苕	xoŋ³¹saw³¹	106
343	Taiyuan	sweet potato	29	红薯	xwəŋ¹¹su⁵³	106
344	Shexian	sweet potato	29	山芋	sa³¹y²²	110
345	Beijing	sweet potato	29	白薯	paj³⁵ʂu²¹⁴	105
346	Kunming	sweet potato	29	白薯	pə³¹t͡ʂʰu⁵³	105
347	Shanghai	sweet potato	29	山芋	se⁵³ɦy¹³	110
# 
348	Meixian	pig	32	猪儿	ʦu⁴⁴ve	111
349	Changsha	pig	32	猪	ʨy³³	111
350	Guixian	pig	32	猪	ʦu⁵⁵	111
351	Xiamen	pig	32	猪	ti⁵⁵	111
352	Hefei	pig	32	猪	t͡ʂu²¹	111
353	Jinan	pig	32	猪	t͡ʂu²¹³	111
354	Hangzhou	pig	32	猪	ʦy³³	111
355	Hangzhou	pig	32	肉猪	zoʔ²ʦy³³	113
356	Guangzhou	pig	32	猪	ʦy⁵⁵	111
357	Nanchang	pig	32	猪	ʨy⁴²	111
358	Chengdu	pig	32	猪	ʦu⁵⁵	111
359	Taiyuan	pig	32	猪	ʦu¹¹	111
360	Shexian	pig	32	猪	ʨy³¹	111
361	Beijing	pig	32	猪	t͡ʂu⁵⁵	111
362	Kunming	pig	32	猪	t͡ʂu⁴⁴	111
363	Shanghai	pig	32	猪猡	ʦɿ⁵³lu¹³	112
# 
364	Meixian	rooster	35	鸡公	ke⁴⁴kuŋ⁴⁴	116
365	Changsha	rooster	35	叫鸡公	ʨjawiau⁵⁵ʨi³³koŋ³³	115
366	Guixian	rooster	35	公鸡	koŋ⁵⁵ʨi⁵⁵	114
367	Xiamen	rooster	35	鸡角	kwe⁵⁵kak³²	118
368	Hefei	rooster	35	公鸡	kəŋ²¹ʦɿ²¹	114
369	Jinan	rooster	35	公鸡	kuŋ²¹³ʨi	114
370	Hangzhou	rooster	35	雄鸡	ɦjoŋ²¹³ʨi³³	114
371	Hangzhou	rooster	35	童子鸡	doŋ²¹³ʦɿ⁵³ʨi³³	120
372	Guangzhou	rooster	35	鸡公	kɐj⁵⁵koŋ⁵⁵	116
373	Guangzhou	rooster	35	生鸡	saŋ⁵⁵kɐj⁵⁵	119
