# PIE
ID	Taxon	Gloss	GlossID	IPA	Tokens	CogID
179	Norwegian	blood	9	bluː	b l uː	76
180	French	blood	9	sɑ̃	s ɑ̃	78
181	Czech	blood	9	krɛf	k r ɛ f	77
182	Icelandic	blood	9	plouːθ	p l ouː θ	76
183	Italian	blood	9	saŋɡwe	s a ŋ ɡ w e	78
184	Portuguese	blood	9	sɐ̃gə	s ɐ̃ g ə	78
# 
185	Dutch	bone	10	beːn	b eː n	81
186	Swedish	bone	10	beːn	b eː n	81
187	English	bone	10	bəʊn	b əʊ n	81
188	German	bone	10	knɔxən	k n ɔ x ə n	83
189	Spanish	bone	10	weso	w e s o	84
190	Danish	bone	10	beˀn	b eˀ n	81
191	Bulgarian	bone	10	kɔst	k ɔ s t	82
192	Greek	bone	10	kokalo	k o k a l o	86
193	Armenian	bone	10	voskoɾ	v o s k o ɾ	85
194	Romanian	bone	10	os	o s	84
195	Russian	bone	10	kosʲtʲ	k o sʲ tʲ	82
196	Polish	bone	10	kɔɕʨ	k ɔ ɕ ʨ	82
197	Norwegian	bone	10	beːn	b eː n	81
198	French	bone	10	ɔs	ɔ s	84
199	Czech	bone	10	kost	k o s t	82
200	Icelandic	bone	10	peiːn	p eiː n	81
201	Italian	bone	10	ɔsso	ɔ sː o	84
202	Hindi	bone	10	həɖɖiː	h ə ɖː iː	87
203	Portuguese	bone	10	osu	o s u	84
# 
204	Dutch	breast	11	bɔrst	b ɔ r s t	88
205	Swedish	breast	11	brøst	b r ø s t	88
206	English	breast	11	brɛst	b r ɛ s t	88
207	German	breast	11	brʊst	b r ʊ s t	88
208	Spanish	breast	11	seno	s e n o	91
209	Danish	breast	11	bʁœsd	b ʁ œ s d	88
210	Bulgarian	breast	11	ɡrɤt	ɡ r ɤ t	89
211	Greek	breast	11	stiθos	s t i θ o s	93
212	Armenian	breast	11	kuɾʦkʰ	k u ɾ ʦ kʰ	89
213	Romanian	breast	11	pjept	p j e p t	90
214	Russian	breast	11	ɡrutʲ	ɡ r u tʲ	89
215	Polish	breast	11	pʲɛrɕ	pʲ ɛ r ɕ	95
216	Norwegian	breast	11	bɾyst	b ɾ y s t	88
217	French	breast	11	pwatʁin	p w a t ʁ i n	92
218	Czech	breast	11	pr̩sa	p r̩ s a	95
219	Icelandic	breast	11	b̥rjousd̥	b̥ r j ou s d̥	88
220	Italian	breast	11	seno	s e n o	91
221	Hindi	breast	11	ʧaːtiː	ʧ aː t iː	94
222	Portuguese	breast	11	pɐjtu	p ɐ j t u	90
223	Spanish	breast	11	peʧo	p e ʧ o	90
224	Romanian	breast	11	sɨn	s ɨ n	91
225	French	breast	11	sɛ̃	s ɛ̃	91
226	Italian	breast	11	pɛtto	p ɛ tː o	90
227	Portuguese	breast	11	sɐju	s ɐ j u	91
# 
228	Dutch	burn (V)	12	brɑndə	b r ɑ n d ə	96
229	Swedish	burn (V)	12	brɛnːa	b r ɛ nː a	96
230	English	burn (V)	12	bɜːrn	b ɜː r n	96
231	German	burn (V)	12	brɛnən	b r ɛ n ə n	96
232	Spanish	burn (V)	12	kemaɾ	k e m a ɾ	99
233	Danish	burn (V)	12	bʁanə	b ʁ a n ə	96
234	Bulgarian	burn (V)	12	ɡɔra	ɡ ɔ r a	97
235	Greek	burn (V)	12	ceo	c eo	102
236	Armenian	burn (V)	12	ɑɪɾvɛl	ɑɪ ɾ v ɛ l	100
237	Romanian	burn (V)	12	arde	a r d e	98
238	Russian	burn (V)	12	ʒetʲ	ʒ e tʲ	103
239	Polish	burn (V)	12	paliʨ	p a l i ʨ	104
240	Norwegian	burn (V)	12	bɾenə	b ɾ e n ə	96
241	French	burn (V)	12	bʁyle	b ʁ y l e	101
242	Czech	burn (V)	12	paːlit	p aː l i t	104
243	Icelandic	burn (V)	12	b̥rɛtna	b̥ r ɛ t n a	96
244	Italian	burn (V)	12	bruʧːare	b r u ʧː a r e	101
245	Hindi	burn (V)	12	ʤəlnaː	ʤ ə l n aː	101
246	Portuguese	burn (V)	12	kɐjmar	k ɐ j m a r	99
# 
247	Dutch	claw	13	naːɣəl	n aː ɣ ə l	105
248	Swedish	claw	13	naːgel	n aː g e l	105
249	English	claw	13	neɪl	n eɪ l	105
250	German	claw	13	naːɡəl	n aː ɡ ə l	105
251	Spanish	claw	13	uɲa	u ɲ a	107
252	Danish	claw	13	nɑjˀl	n ɑ jˀ l	105
253	Bulgarian	claw	13	nɔkət	n ɔ k ə t	106
254	Greek	claw	13	niçi	n i ç i	105
255	Armenian	claw	13	jɛʁung	j ɛ ʁ u n g	108
256	Romanian	claw	13	ungje	u n g j e	107
257	Russian	claw	13	noɡətʲ	n o ɡ ə tʲ	106
258	Polish	claw	13	paznɔkʲɛʨ	p a z n ɔ kʲ ɛ ʨ	110
259	Norwegian	claw	13	næjl	n æ j l	105
260	French	claw	13	ɔ̃ɡl	ɔ̃ ɡ l	109
261	Czech	claw	13	nɛɦɛt	n ɛ ɦ ɛ t	106
262	Icelandic	claw	13	nakl	n a k l	105
263	Italian	claw	13	unɡja	u n ɡ j a	107
264	Hindi	claw	13	naːkʰ	n aː kʰ	106
265	Portuguese	claw	13	uɲɐ	u ɲ ɐ	107
# 
266	Dutch	cloud	14	ʋɔlk	ʋ ɔ l k	113
267	Swedish	cloud	14	ɧyː	ɧ yː	111
268	English	cloud	14	klaʊd	k l aʊ d	119
269	German	cloud	14	vɔlkə	v ɔ l k ə	113
270	Spanish	cloud	14	nuβe	n u β e	115
271	Danish	cloud	14	sgyˀ	s g yˀ	111
272	Bulgarian	cloud	14	ɔblək	ɔ b l ə k	112
273	Greek	cloud	14	sinefo	s i n e f o	115
274	Armenian	cloud	14	ɑmp	ɑ m p	116
275	Romanian	cloud	14	nor	n o r	114
276	Russian	cloud	14	obləkə	o b l ə k ə	112
277	Polish	cloud	14	ɔbwɔk	ɔ b w ɔ k	112
278	Norwegian	cloud	14	ʃyː	ʃ yː	111
279	French	cloud	14	nɥaj	n ɥ a j	117
280	Czech	cloud	14	oblak	o b l a k	112
281	Icelandic	cloud	14	sciː	s c iː	111
282	Italian	cloud	14	nuvola	n u v o l a	115
283	Hindi	cloud	14	baːdəl	b aː d ə l	118
284	Portuguese	cloud	14	nuvɐ̃j	n u v ɐ̃ j	115
285	Swedish	cloud	14	moːln	m oː l n	120
# 
286	Dutch	cold	15	kɑut	k ɑu t	121
287	Swedish	cold	15	kalː	k a lː	121
288	English	cold	15	kəʊld	k əʊ l d	121
289	German	cold	15	kalt	k a l t	121
290	Spanish	cold	15	fri.o	f r i o	124
291	Danish	cold	15	kʌlˀ	k ʌ lˀ	121
292	Bulgarian	cold	15	studɛn	s t u d ɛ n	122
293	Greek	cold	15	p͡sixros	p͡s i x r o s	125
294	Romanian	cold	15	reʧe	r e ʧ e	123
295	Russian	cold	15	xɐlodnɨj	x ɐ l o d n ɨ j	127
296	Polish	cold	15	xwɔdnɨ	x w ɔ d n ɨ	127
297	Norwegian	cold	15	kɑl	k ɑ l	121
298	French	cold	15	fʁwa	f ʁ w a	124
299	Czech	cold	15	xladniː	x l a d n iː	127
300	Icelandic	cold	15	kʰaltʏr	kʰ a l t ʏ r	121
301	Italian	cold	15	freddo	f r e dː o	124
302	Hindi	cold	15	ʈʰəɳɖaː	ʈʰ ə ɳ ɖ aː	126
303	Portuguese	cold	15	friw	f r i w	124
304	Romanian	cold	15	frig	f r i g	124
305	Polish	cold	15	ʑimnɨ	ʑ i m n ɨ	122
306	Czech	cold	15	stʊdɛniː	s t ʊ d ɛ n iː	122
# 
307	Dutch	come (V)	16	aːŋkoːmə	aː ŋ k oː m ə	130
308	Swedish	come (V)	16	komːa	k o mː a	128
309	English	come (V)	16	kʌm	k ʌ m	128
310	German	come (V)	16	kɔmən	k ɔ m ə n	128
311	Spanish	come (V)	16	beniɾ	b e n i ɾ	131
312	Danish	come (V)	16	kʌmə	k ʌ m ə	128
313	Bulgarian	come (V)	16	idvam	i d v a m	129
314	Greek	come (V)	16	erxome	e r x o m e	133
315	Armenian	come (V)	16	gɑl	g ɑ l	132
316	Romanian	come (V)	16	veni	v e n i	131
317	Russian	come (V)	16	prʲɪjtʲi	p rʲ ɪ j tʲ i	135
318	Polish	come (V)	16	pʃɨjɕʨ	p ʃ ɨ j ɕ ʨ	135
319	Norwegian	come (V)	16	kɔmə	k ɔ m ə	128
320	French	come (V)	16	vəniʁ	v ə n i ʁ	131
321	Czech	come (V)	16	prɪjiːt	p r ɪ j iː t	135
322	Icelandic	come (V)	16	kʰɔːma	kʰ ɔː m a	128
323	Italian	come (V)	16	venire	v e n i r e	131
324	Hindi	come (V)	16	aːnaː	aː n aː	134
325	Portuguese	come (V)	16	vir	v i r	131
326	Russian	come (V)	16	prʲɪxɐdʲitʲ	p rʲ ɪ x ɐ dʲ i tʲ	136
327	Polish	come (V)	16	pʃɨxɔʥiʨ	p ʃ ɨ x ɔ ʥ i ʨ	136
# 
328	Dutch	die (V)	17	stɛrvə	s t ɛ r v ə	139
329	Swedish	die (V)	17	dø	d ø	137
330	English	die (V)	17	daɪ	d aɪ	137
331	German	die (V)	17	ʃtɛrbən	ʃ t ɛ r b ə n	139
332	Spanish	die (V)	17	moɾiɾ	m o ɾ i ɾ	140
333	Danish	die (V)	17	døˀ	d øˀ	137
334	Bulgarian	die (V)	17	umrɤ	u m r ɤ	138
335	Greek	die (V)	17	peθeno	p e θ e n o	142
336	Armenian	die (V)	17	mɛrnɛl	m ɛ r n ɛ l	141
337	Romanian	die (V)	17	muri	m u r i	140
338	Russian	die (V)	17	umʲɪrʲetʲ	u mʲ ɪ rʲ e tʲ	138
339	Polish	die (V)	17	umʲɛraʨ	u mʲ ɛ r a ʨ	138
340	Norwegian	die (V)	17	døː	d øː	137
341	French	die (V)	17	muʁiʁ	m u ʁ i ʁ	140
342	Czech	die (V)	17	ʊmiːrat	ʊ m iː r a t	138
343	Icelandic	die (V)	17	teiːja	t eiː j a	137
344	Italian	die (V)	17	morire	m o r i r e	140
345	Hindi	die (V)	17	mərnaː	m ə r n aː	141
346	Portuguese	die (V)	17	muʀer	m u ʀ e r	140
# 
347	Dutch	dog	18	hɔnt	h ɔ n t	143
348	Swedish	dog	18	hunːd	h u nː d	143
349	English	dog	18	dɔɡ	d ɔ ɡ	150
350	German	dog	18	hʊnt	h ʊ n t	143
351	Spanish	dog	18	pero	p e r o	146
352	Danish	dog	18	hunˀ	h u nˀ	143
353	Bulgarian	dog	18	kuʧɛ	k u ʧ ɛ	144
354	Greek	dog	18	scilos	s c i l o s	149
355	Armenian	dog	18	ʃun	ʃ u n	147
356	Romanian	dog	18	kɨjne	k ɨ j n e	145
357	Russian	dog	18	sɐbakə	s ɐ b a k ə	151
358	Polish	dog	18	pʲɛs	pʲ ɛ s	152
359	Norwegian	dog	18	hʉn	h ʉ n	143
360	French	dog	18	ʃjɛ̃	ʃ j ɛ̃	148
361	Czech	dog	18	pɛs	p ɛ s	152
362	Icelandic	dog	18	hʏntʏr	h ʏ n t ʏ r	143
363	Italian	dog	18	kane	k a n e	145
364	Hindi	dog	18	kʊttaː	k ʊ tː aː	144
365	Portuguese	dog	18	kɐ̃uː	k ɐ̃uː	145
366	Russian	dog	18	pʲos	pʲ o s	152
# 
367	Dutch	drink (V)	19	drɪŋkə	d r ɪ ŋ k ə	153
368	Swedish	drink (V)	19	drikːa	d r i kː a	153
369	English	drink (V)	19	drɪŋk	d r ɪ ŋ k	153
370	German	drink (V)	19	trɪŋkən	t r ɪ ŋ k ə n	153
371	Spanish	drink (V)	19	beβeɾ	b e β e ɾ	154
372	Danish	drink (V)	19	dʁɛgə	d ʁ ɛ g ə	153
373	Bulgarian	drink (V)	19	pijə	p i j ə	154
374	Greek	drink (V)	19	pino	p i n o	154
375	Armenian	drink (V)	19	χəmɛl	χ ə m ɛ l	155
376	Romanian	drink (V)	19	be.a	b e a	154
377	Russian	drink (V)	19	pʲitʲ	pʲ i tʲ	154
378	Polish	drink (V)	19	piʨ	p i ʨ	154
379	Norwegian	drink (V)	19	dɾikə	d ɾ i k ə	153
380	French	drink (V)	19	bwɑʁ	b w ɑ ʁ	154
381	Czech	drink (V)	19	piːt	p iː t	154
382	Icelandic	drink (V)	19	trɛʰka	t r ɛʰ k a	153
383	Italian	drink (V)	19	bere	b e r e	154
384	Hindi	drink (V)	19	piːnaː	p iː n aː	154
385	Portuguese	drink (V)	19	bəber	b ə b e r	154
# 
386	Dutch	dry	20	droːx	d r oː x	156
387	Swedish	dry	20	torː	t o rː	156
388	English	dry	20	draɪ	d r aɪ	156
389	German	dry	20	trɔkən	t r ɔ k ə n	156
390	Spanish	dry	20	seko	s e k o	158
391	Danish	dry	20	tɶˀʁ	t ɶˀ ʁ	156
392	Bulgarian	dry	20	sux	s u x	157
393	Greek	dry	20	k͡seros	k͡s e r o s	159
394	Romanian	dry	20	sek	s e k	158
395	Russian	dry	20	suxoj	s u x o j	157
396	Polish	dry	20	suxɨ	s u x ɨ	157
397	Norwegian	dry	20	tœɾ	t œ ɾ	156
398	French	dry	20	sɛk	s ɛ k	158
399	Czech	dry	20	sʊxiː	s ʊ x iː	157
400	Icelandic	dry	20	θʏrː	θ ʏ rː	156
401	Italian	dry	20	sekko	s e kː o	158
402	Hindi	dry	20	suːkʰaː	s uː kʰ aː	160
403	Portuguese	dry	20	seku	s e k u	158
404	Romanian	dry	20	uskat	u s k a t	161
405	Italian	dry	20	aʃʃutto	a ʃː u tː o	161
406	Portuguese	dry	20	ẽʃutu	ẽ ʃ u t u	161
# 
407	Dutch	ear	21	oːr	oː r	165
408	Swedish	ear	21	øːra	øː r a	162
409	English	ear	21	ɪər	ɪə r	165
410	German	ear	21	oːr	oː r	165
411	Spanish	ear	21	oɾexa	o ɾ e x a	162
412	Danish	ear	21	øːʌ	øːʌ	163
413	Bulgarian	ear	21	uxɔ	u x ɔ	164
414	Greek	ear	21	afti	a f t i	167
415	Armenian	ear	21	ɑkɑnʤ	ɑ k ɑ n ʤ	166
416	Romanian	ear	21	ureke	u r e k e	162
417	Russian	ear	21	uxə	u x ə	164
418	Polish	ear	21	uxɔ	u x ɔ	164
419	Norwegian	ear	21	øːɾə	øː ɾ ə	162
420	French	ear	21	ɔʁɛj	ɔ ʁ ɛ j	162
421	Czech	ear	21	ʊxo	ʊ x o	164
422	Icelandic	ear	21	eiːra	eiː r a	162
423	Italian	ear	21	ɔrekkjo	ɔ r e kː j o	162
424	Hindi	ear	21	kaːn	k aː n	168
425	Portuguese	ear	21	oreʎɐ	o r e ʎ ɐ	162
# 
426	Dutch	earth	22	aːrdə	aː r d ə	171
427	Swedish	earth	22	joːrd	j oː r d	169
428	English	earth	22	ɜːrθ	ɜː r θ	171
429	German	earth	22	eːrdə	eː r d ə	171
430	Spanish	earth	22	tjera	t j e r a	173
431	Danish	earth	22	joˀʁ	j oˀ ʁ	169
432	Bulgarian	earth	22	zɛmʲə	z ɛ mʲ ə	170
433	Greek	earth	22	ʝi	ʝ i	175
434	Armenian	earth	22	hoʁ	h o ʁ	174
435	Romanian	earth	22	pəmɨnt	p ə m ɨ n t	172
436	Russian	earth	22	zʲɪmlʲa	zʲ ɪ m lʲ a	170
437	Polish	earth	22	ʑɛmʲa	ʑ ɛ mʲ a	170
438	Norwegian	earth	22	juːɾ	j uː ɾ	169
439	French	earth	22	tɛʁ	t ɛ ʁ	173
440	Czech	earth	22	zɛmʲɛ	z ɛ mʲ ɛ	170
441	Icelandic	earth	22	jœrð	j œ r ð	169
442	Italian	earth	22	tɛrra	t ɛ rː a	173
443	Hindi	earth	22	dʱərtiː	dʱ ə r t iː	173
444	Portuguese	earth	22	tɛʀɐ	t ɛ ʀ ɐ	173
# 
445	Dutch	eat (V)	23	eːtə	eː t ə	176
446	Swedish	eat (V)	23	ɛːta	ɛː t a	176
447	English	eat (V)	23	iːt	iː t	184
448	German	eat (V)	23	ɛsən	ɛ s ə n	180
449	Spanish	eat (V)	23	komeɾ	k o m e ɾ	182
450	Danish	eat (V)	23	sbiːsə	s b iː s ə	177
451	Bulgarian	eat (V)	23	jam	j a m	178
452	Greek	eat (V)	23	troɣo	t r o ɣ o	183
453	Armenian	eat (V)	23	utɛl	u t ɛ l	176
454	Romanian	eat (V)	23	mɨnka	m ɨ n k a	181
455	Russian	eat (V)	23	jesʲtʲ	j e sʲ tʲ	185
456	Polish	eat (V)	23	jɛɕʨ	j ɛ ɕ ʨ	185
457	Norwegian	eat (V)	23	spiːsə	s p iː s ə	177
458	French	eat (V)	23	mɑ̃ʒe	m ɑ̃ ʒ e	181
459	Czech	eat (V)	23	jiːst	j iː s t	185
460	Icelandic	eat (V)	23	pɔrða	p ɔ r ð a	179
461	Italian	eat (V)	23	manʤare	m a n ʤ a r e	181
462	Hindi	eat (V)	23	kʰaːnaː	kʰ aː n aː	182
463	Portuguese	eat (V)	23	kumer	k u m e r	182
# 
464	Dutch	egg	24	ɛɪ	ɛɪ	186
465	Swedish	egg	24	egː	e gː	186
466	English	egg	24	ɛɡ	ɛ ɡ	192
467	German	egg	24	ai	ai	186
468	Spanish	egg	24	weβo	w e β o	188
469	Danish	egg	24	ɛˀg	ɛˀ g	186
470	Bulgarian	egg	24	jəiʦɛ	j əi ʦ ɛ	187
471	Greek	egg	24	avɣo	a v ɣ o	190
472	Armenian	egg	24	ʣu	ʣ u	189
473	Romanian	egg	24	ow	o w	188
